handle,sku,title,price,peso,vol,peso_dim,lam,perfil,tag
resideo-vr8305p4279-u-direct-ignition-gas-valve-step-opening-3-4-in-x-3-4-in-3-5-in-wc-full-rate,HONE-VR8305P4279/U,"Resideo VR8305P4279/U Direct Ignition Gas Valve, Step Opening, 3/4 in x 3/4 in, 3.5 in WC Full Rate",317.29,2.1,,0.00,0.0066,General,free-ship-eligible
resideo-vr8305q4153t-u-direct-ignition-two-stage-gas-valve-standard-opening-3-4-in-x-3-4-in-1-6-3-7-in-wc,HONE-VR8305Q4153T/U,"Resideo VR8305Q4153T/U Direct Ignition Two Stage Gas Valve, Standard Opening, 3/4 in x 3/4 in, 1.6/3.7 in WC",215.63,2.4,,0.00,0.0111,General,free-ship-eligible
resideo-vr9205r2363t-u-direct-ignition-gas-valve-for-pneumatic-furnace-modulation,HONE-VR9205R2363T/U,Resideo VR9205R2363T/U Direct Ignition Gas Valve for Pneumatic Furnace Modulation,199.46,0.4,,0.00,0.0020,General,free-ship-eligible
resideo-390427e-u-3-4-in-npt-x-1-2-in-npt-reducer-bushing-pack-of-2,HONE-390427E/U,"Resideo 390427E/U 3/4 in NPT x 1/2 in NPT Reducer Bushing, Pack of 2",14.57,0.1,,0.00,0.0069,General,free-ship-eligible
resideo-391936-u-natural-gas-conversion-kit-for-v800-family,HONE-391936/U,Resideo 391936/U Natural Gas Conversion Kit for V800 Family,17.89,0.1,,0.00,0.0056,General,free-ship-eligible
resideo-391937-u-lp-gas-conversion-kit-for-v800-family,HONE-391937/U,Resideo 391937/U LP Gas Conversion Kit for V800 Family,11.19,0.1,,0.00,0.0089,General,free-ship-eligible
resideo-392451-1-u-eco-adapter-for-v800-family-gas-valves,HONE-392451-1/U,Resideo 392451-1/U ECO Adapter for V800 Family Gas Valves,43.41,0.1,,0.00,0.0023,General,free-ship-eligible
resideo-392877-u-1-4-in-barb-fitting,HONE-392877/U,Resideo 392877/U 1/4 in Barb Fitting,11.40,0.1,,0.00,0.0088,General,free-ship-eligible
resideo-393044-u-wiring-harness-for-y8610u-ignition-kit,HONE-393044/U,Resideo 393044/U Wiring Harness for Y8610U Ignition Kit,61.89,0.3,,0.00,0.0048,General,free-ship-eligible
resideo-393200-1-u-eco-adapter-for-v8200-v8300-family-gas-valves,HONE-393200-1/U,Resideo 393200-1/U ECO Adapter for V8200/V8300 Family Gas Valves,10.41,0.1,,0.00,0.0096,General,free-ship-eligible
resideo-393690-13-u-1-2-in-angle-flange-with-hex-screws-and-9-64-in-hex-wrench,HONE-393690-13/U,Resideo 393690-13/U 1/2 in Angle Flange with Hex Screws and 9/64 in Hex Wrench,16.51,0.2,,0.00,0.0121,General,free-ship-eligible
resideo-393690-15-u-3-4-in-angle-flange-with-hex-screws-and-9-64-in-hex-wrench,HONE-393690-15/U,Resideo 393690-15/U 3/4 in Angle Flange with Hex Screws and 9/64 in Hex Wrench,18.74,0.2,,0.00,0.0107,General,free-ship-eligible
resideo-393690-4-u-3-4-in-straight-flange-with-hex-screws-and-dust-plug,HONE-393690-4/U,Resideo 393690-4/U 3/4 in Straight Flange with Hex Screws and Dust Plug,18.16,0.1,,0.00,0.0055,General,free-ship-eligible
resideo-393691-u-lp-gas-conversion-kit-for-vr82xx-vr83xx-single-stage-valves,HONE-393691/U,Resideo 393691/U LP Gas Conversion Kit for VR82XX/VR83XX Single Stage Valves,12.56,0.1,,0.00,0.0080,General,free-ship-eligible
resideo-50033841-003-u-natural-gas-to-lp-conversion-kit-for-vr9205q,HONE-50033841-003/U,Resideo 50033841-003/U Natural Gas to LP Conversion Kit for VR9205Q,11.97,0.1,,0.00,0.0084,General,free-ship-eligible
resideo-l4006e1000-u-manual-reset-aquastat-breaks-on-rise-130270f-with-1-2-in-well,HONE-L4006E1000/U,"Resideo L4006E1000/U Manual Reset Aquastat, Breaks on Rise, 130–270°F, with 1/2 in Well",156.46,1.4,23.98380,0.17,0.0089,General,free-ship-eligible
resideo-sv9502h2522-u-smartvalve-intermittent-pilot-gas-valve-slow-opening-1-2-in-x-1-2-in-3-2-in-wc,HONE-SV9502H2522/U,"Resideo SV9502H2522/U SmartValve Intermittent Pilot Gas Valve, Slow Opening, 1/2 in x 1/2 in, 3.2 in WC",456.41,2.0,64.288,0.46,0.0044,General,free-ship-eligible
resideo-sv9510m2511-u-smartvalve-direct-ignition-gas-valve-standard-opening-1-2-in-x-1-2-in-3-5-in-wc,HONE-SV9510M2511/U,"Resideo SV9510M2511/U SmartValve Direct Ignition Gas Valve, Standard Opening, 1/2 in x 1/2 in, 3.5 in WC",434.69,2.0,64.288,0.46,0.0046,General,free-ship-eligible
resideo-sv9520m2536-u-smartvalve-direct-ignition-gas-valve-standard-opening-1-2-in-x-1-2-in-3-5-in-wc,HONE-SV9520M2536/U,"Resideo SV9520M2536/U SmartValve Direct Ignition Gas Valve, Standard Opening, 1/2 in x 1/2 in, 3.5 in WC",434.69,2.6,64.288,0.46,0.0060,General,free-ship-eligible
resideo-sv9602p4816-u-intermittent-pilot-gas-valve-step-opening-3-4-in-x-3-4-in-3-5-in-wc-0-7-in-step,HONE-SV9602P4816/U,"Resideo SV9602P4816/U Intermittent Pilot Gas Valve, Step Opening, 3/4 in x 3/4 in, 3.5 in WC / 0.7 in Step",434.53,2.2,64.288,0.46,0.0051,General,free-ship-eligible
resideo-sv9602p4824-u-intermittent-pilot-gas-valve-step-opening-3-4-in-x-3-4-in-3-5-in-wc-2-5-in-step,HONE-SV9602P4824/U,"Resideo SV9602P4824/U Intermittent Pilot Gas Valve, Step Opening, 3/4 in x 3/4 in, 3.5 in WC / 2.5 in Step",418.00,2.2,64.288,0.46,0.0053,General,free-ship-eligible
resideo-sv9602p4832-u-intermittent-pilot-gas-valve-step-opening-3-4-in-x-3-4-in-10-0-in-wc-2-5-in-step,HONE-SV9602P4832/U,"Resideo SV9602P4832/U Intermittent Pilot Gas Valve, Step Opening, 3/4 in x 3/4 in, 10.0 in WC / 2.5 in Step",416.84,2.2,64.288,0.46,0.0053,General,free-ship-eligible
resideo-32000408-001-u-feed-tube-nozzle-for-he360a1001-humidifier,HONE-32000408-001/U,Resideo 32000408-001/U Feed Tube Nozzle for HE360A1001 Humidifier,23.99,0.1,,0.00,0.0042,General,free-ship-eligible
resideo-32001615-001-u-replacement-drain-fitting-for-he225-and-he265-humidifiers,HONE-32001615-001/U,Resideo 32001615-001/U Replacement Drain Fitting for HE225 and HE265 Humidifiers,32.99,0.1,,0.00,0.0030,General,free-ship-eligible
resideo-32001619-001-u-replacement-perfectflo-water-distribution-tray-for-he225-and-he360a1001,HONE-32001619-001/U,Resideo 32001619-001/U Replacement PerfectFLO Water Distribution Tray for HE225 and HE360A1001,61.47,0.5,,0.00,0.0081,General,free-ship-eligible
resideo-32001621-001-u-replacement-frame-for-he225-humidifier,HONE-32001621-001/U,Resideo 32001621-001/U Replacement Frame for HE225 Humidifier,43.16,0.8,,0.00,0.0185,General,free-ship-eligible
resideo-32001630-001-u-replacement-perfectflo-water-distribution-tray-for-he265-and-he365,HONE-32001630-001/U,Resideo 32001630-001/U Replacement PerfectFLO Water Distribution Tray for HE265 and HE365,63.20,0.5,,0.00,0.0079,General,free-ship-eligible
resideo-32001632-001-u-replacement-frame-for-he265-and-he365-humidifiers,HONE-32001632-001/U,Resideo 32001632-001/U Replacement Frame for HE265 and HE365 Humidifiers,48.60,1.2,,0.00,0.0247,General,free-ship-eligible
resideo-32001639-002-u-replacement-solenoid-assembly-for-he105-he205-he225-and-he265,HONE-32001639-002/U,"Resideo 32001639-002/U Replacement Solenoid Assembly for HE105, HE205, HE225 and HE265",176.57,0.6,,0.00,0.0034,General,free-ship-eligible
resideo-32001676-001-u-replacement-printed-wiring-board-for-he360a-and-he360b-humidifiers,HONE-32001676-001/U,Resideo 32001676-001/U Replacement Printed Wiring Board for HE360A and HE360B Humidifiers,156.50,0.8,,0.00,0.0051,General,free-ship-eligible
resideo-32001876-001-u-replacement-solenoid-assembly-for-he365-humidifier,HONE-32001876-001/U,Resideo 32001876-001/U Replacement Solenoid Assembly for HE365 Humidifier,172.39,0.6,,0.00,0.0035,General,free-ship-eligible
resideo-32005376-001-u-replacement-fan-motor-for-he365-humidifier,HONE-32005376-001/U,Resideo 32005376-001/U Replacement Fan Motor for HE365 Humidifier,232.43,3.3,,0.00,0.0142,General,free-ship-eligible
resideo-50027997-001-u-replacement-solenoid-valve-for-truesteam-humidifiers,HONE-50027997-001/U,Resideo 50027997-001/U Replacement Solenoid Valve for TrueSTEAM Humidifiers,92.77,0.8,,0.00,0.0086,General,free-ship-eligible
resideo-50028001-001-u-replacement-remote-nozzles-for-truesteam-humidifiers,HONE-50028001-001/U,Resideo 50028001-001/U Replacement Remote Nozzles for TrueSTEAM Humidifiers,188.80,0.4,,0.00,0.0021,General,free-ship-eligible
resideo-50028003-001-u-replacement-duct-nozzle-for-truesteam-humidifiers,HONE-50028003-001/U,Resideo 50028003-001/U Replacement Duct Nozzle for TrueSTEAM Humidifiers,92.04,0.4,,0.00,0.0043,General,free-ship-eligible
resideo-50028004-001-u-replacement-cover-for-truesteam-humidifiers,HONE-50028004-001/U,Resideo 50028004-001/U Replacement Cover for TrueSTEAM Humidifiers,41.37,0.9,,0.00,0.0218,General,free-ship-eligible
resideo-50034043-001-u-replacement-tank-strainer-for-truesteam-humidifier,HONE-50034043-001/U,Resideo 50034043-001/U Replacement Tank Strainer for TrueSTEAM Humidifier,7.03,0.1,,0.00,0.0142,General,free-ship-eligible
resideo-50041861-002-u-replacement-frame-and-tray-for-trueease-large-bypass-humidifiers-he200-he250,HONE-50041861-002/U,"Resideo 50041861-002/U Replacement Frame and Tray for TrueEASE Large Bypass Humidifiers HE200, HE250",55.31,2.0,,0.00,0.0362,THS Standard - no free shipping,
resideo-50041890-002-u-replacement-duct-tube-with-automatic-damper-for-trueease-advanced-he250,HONE-50041890-002/U,Resideo 50041890-002/U Replacement Duct Tube with Automatic Damper for TrueEASE Advanced HE250,76.17,2.1,,0.00,0.0276,General,free-ship-eligible
resideo-50041919-001-u-replacement-frame-and-tray-for-trueease-fan-powered-humidifier-he300,HONE-50041919-001/U,Resideo 50041919-001/U Replacement Frame and Tray for TrueEASE Fan-Powered Humidifier HE300,67.44,2.2,,0.00,0.0326,General,free-ship-eligible
resideo-50043683-001-u-replacement-water-backflow-prevention-valve-with-manual-shutoff-for-truesteam,HONE-50043683-001/U,Resideo 50043683-001/U Replacement Water Backflow Prevention Valve with Manual Shutoff for TrueSTEAM,96.57,0.4,,0.00,0.0041,General,free-ship-eligible
resideo-50045729-001-u-replacement-blower-and-motor-for-trueease-fan-powered-humidifier-he300,HONE-50045729-001/U,Resideo 50045729-001/U Replacement Blower and Motor for TrueEASE Fan-Powered Humidifier HE300,194.13,5.3,,0.00,0.0273,General,free-ship-eligible
resideo-50046086-001-u-replacement-filter-kit-for-reverse-osmosis-ro-filter-system,HONE-50046086-001/U,Resideo 50046086-001/U Replacement Filter Kit for Reverse Osmosis (RO) Filter System,157.86,2.4,,0.00,0.0152,General,free-ship-eligible
resideo-50057547-002-u-replacement-circuit-board-for-trueease-advanced-small-bypass-humidifier-he150,HONE-50057547-002/U,Resideo 50057547-002/U Replacement Circuit Board for TrueEASE Advanced Small Bypass Humidifier HE150,74.20,0.3,,0.00,0.0040,General,free-ship-eligible
resideo-50057547-003-u-replacement-circuit-board-for-trueease-advanced-large-bypass-humidifier-he250,HONE-50057547-003/U,Resideo 50057547-003/U Replacement Circuit Board for TrueEASE Advanced Large Bypass Humidifier HE250,74.20,0.3,,0.00,0.0040,General,free-ship-eligible
resideo-hc26a1008-u-standard-humidifier-pad-for-he200-he250-he260-he265-he300-he360-he365,HONE-HC26A1008/U,"Resideo HC26A1008/U Standard Humidifier Pad for HE200, HE250, HE260, HE265, HE300, HE360, HE365",15.31,1.0,196.9500,1.42,0.0925,THS Standard - no free shipping,
resideo-he100a1000-u-trueease-basic-bypass-humidifier-small-12-gpd-with-humidipro-control,HONE-HE100A1000/U,"Resideo HE100A1000/U TrueEASE Basic Bypass Humidifier, Small, 12 GPD, with HumidiPRO Control",237.97,12.6,,0.00,0.0529,THS Standard - no free shipping,
resideo-he105a1000-u-whole-house-bypass-humidifier-small-12-gpd,HONE-HE105A1000/U,"Resideo HE105A1000/U Whole House Bypass Humidifier, Small, 12 GPD",212.40,10.1,,0.00,0.0476,THS Standard - no free shipping,
resideo-he150a1005-u-trueease-advanced-bypass-humidifier-small-12-gpd-with-humidipro-control,HONE-HE150A1005/U,"Resideo HE150A1005/U TrueEASE Advanced Bypass Humidifier, Small, 12 GPD, with HumidiPRO Control",356.67,12.9,,0.00,0.0362,THS Standard - no free shipping,
resideo-he200a1000-u-trueease-basic-bypass-humidifier-large-17-gpd-with-humidipro-control,HONE-HE200A1000/U,"Resideo HE200A1000/U TrueEASE Basic Bypass Humidifier, Large, 17 GPD, with HumidiPRO Control",260.86,13.0,,0.00,0.0498,THS Standard - no free shipping,
resideo-he205a1000-u-whole-home-bypass-humidifier-large-17-gpd,HONE-HE205A1000/U,"Resideo HE205A1000/U Whole Home Bypass Humidifier, Large, 17 GPD",230.40,11.0,,0.00,0.0477,THS Standard - no free shipping,
resideo-he250a1005-u-trueease-advanced-bypass-humidifier-large-17-gpd-with-humidipro-control,HONE-HE250A1005/U,"Resideo HE250A1005/U TrueEASE Advanced Bypass Humidifier, Large, 17 GPD, with HumidiPRO Control",381.11,13.0,2598.2250,18.69,0.0490,THS Standard - no free shipping,
resideo-he365a1000-u-evaporative-fan-humidifier-18-gpd,HONE-HE365A1000/U,"Resideo HE365A1000/U Evaporative Fan Humidifier, 18 GPD",425.31,18.3,,0.00,0.0430,THS Standard - no free shipping,
resideo-hm600xrof1-u-reverse-osmosis-ro-system-less-bladder-tank-and-pump,HONE-HM600XROF1/U,"Resideo HM600XROF1/U Reverse Osmosis (RO) System, Less Bladder Tank and Pump",359.69,5.6,,0.00,0.0156,General,free-ship-eligible
resideo-hm700acyl2-u-hm700-electrode-steam-humidifier-cylinder-2,HONE-HM700ACYL2/U,Resideo HM700ACYL2/U HM700 Electrode Steam Humidifier Cylinder 2,224.06,2.3,,0.00,0.0103,General,free-ship-eligible
resideo-hm700adistkit-u-hm700-electrode-steam-humidifier-distribution-kit,HONE-HM700ADISTKIT/U,Resideo HM700ADISTKIT/U HM700 Electrode Steam Humidifier Distribution Kit,251.03,4.7,,0.00,0.0187,General,free-ship-eligible
resideo-hm700advalve-u-hm700-electrode-steam-humidifier-drain-valve-assembly,HONE-HM700ADVALVE/U,Resideo HM700ADVALVE/U HM700 Electrode Steam Humidifier Drain Valve Assembly,230.13,0.8,,0.00,0.0035,General,free-ship-eligible
resideo-hm700afvalve-u-hm700-electrode-steam-humidifier-fill-valve-assembly,HONE-HM700AFVALVE/U,Resideo HM700AFVALVE/U HM700 Electrode Steam Humidifier Fill Valve Assembly,215.73,0.4,,0.00,0.0019,General,free-ship-eligible
resideo-hm700apcb-u-hm700-electrode-steam-humidifier-replacement-pc-board,HONE-HM700APCB/U,Resideo HM700APCB/U HM700 Electrode Steam Humidifier Replacement PC Board,522.99,1.0,,0.00,0.0019,General,free-ship-eligible
resideo-hm700atx-u-replacement-part-for-hm700a1000-electrode-steam-humidifier,HONE-HM700ATX/U,Resideo HM700ATX/U Replacement Part for HM700A1000 Electrode Steam Humidifier,146.44,1.7,,0.00,0.0116,General,free-ship-eligible
resideo-hm750a1000-u-hm750-electrode-steam-humidifier,HONE-HM750A1000/U,Resideo HM750A1000/U HM750 Electrode Steam Humidifier,1171.90,18.9,1260.000,9.06,0.0161,General,free-ship-eligible
resideo-hm750ahosekit-u-15-ft-steam-hose-kit-for-hm750-electrode-humidifier,HONE-HM750AHOSEKIT/U,Resideo HM750AHOSEKIT/U 15 ft Steam Hose Kit for HM750 Electrode Humidifier,231.86,7.7,2736.000,19.68,0.0849,THS Standard - no free shipping,
resideo-hm750ankit-u-remote-and-duct-nozzle-kit-for-hm750-humidifier,HONE-HM750ANKIT/U,Resideo HM750ANKIT/U Remote and Duct Nozzle Kit for HM750 Humidifier,103.94,0.5,375.000,2.70,0.0260,General,free-ship-eligible
resideo-l4006a1009-u-aquastat-makes-on-temperature-fall-100240f-5f-fixed-differential,HONE-L4006A1009/U,"Resideo L4006A1009/U Aquastat, Makes on Temperature Fall, 100–240°F, 5°F Fixed Differential",235.31,1.3,23.98380,0.17,0.0055,General,free-ship-eligible
resideo-l4006a1959-u-aquastat-40180f-adjustable-2f-fixed-differential-less-well,HONE-L4006A1959/U,"Resideo L4006A1959/U Aquastat, 40–180°F Adjustable, 2°F Fixed Differential, Less Well",187.21,1.2,23.98380,0.17,0.0064,General,free-ship-eligible
resideo-l4006b1007-u-aquastat-makes-on-rise-100240f-non-adjustable-differential,HONE-L4006B1007/U,"Resideo L4006B1007/U Aquastat, Makes on Rise, 100–240°F, Non-Adjustable Differential",243.81,1.4,,0.00,0.0057,General,free-ship-eligible
resideo-l4006b1155-u-aquastat-240f-stop-530f-adjustable-differential-less-well,HONE-L4006B1155/U,"Resideo L4006B1155/U Aquastat, 240°F Stop, 5–30°F Adjustable Differential, Less Well",204.26,1.3,,0.00,0.0064,General,free-ship-eligible
resideo-l4006b1163-u-aquastat-makes-on-rise-100240f-530f-adjustable-differential-less-well,HONE-L4006B1163/U,"Resideo L4006B1163/U Aquastat, Makes on Rise, 100–240°F, 5–30°F Adjustable Differential, Less Well",167.59,0.9,,0.00,0.0054,General,free-ship-eligible
resideo-l4006e1125-u-manual-reset-aquastat-breaks-on-rise-100200f-less-well,HONE-L4006E1125/U,"Resideo L4006E1125/U Manual Reset Aquastat, Breaks on Rise, 100–200°F, Less Well",316.50,1.2,,0.00,0.0038,General,free-ship-eligible
resideo-l4006g1006-u-aquastat,HONE-L4006G1006/U,Resideo L4006G1006/U Aquastat,169.26,1.2,,0.00,0.0071,General,free-ship-eligible
resideo-l4008e1305-u-manual-reset-aquastat-breaks-on-rise-100240f-66-in-capillary-less-well,HONE-L4008E1305/U,"Resideo L4008E1305/U Manual Reset Aquastat, Breaks on Rise, 100–240°F, 66 in Capillary, Less Well",291.23,1.2,,0.00,0.0041,General,free-ship-eligible
resideo-l4008e1313-u-manual-reset-aquastat-breaks-on-rise-100200f-66-in-capillary-less-well,HONE-L4008E1313/U,"Resideo L4008E1313/U Manual Reset Aquastat, Breaks on Rise, 100–200°F, 66 in Capillary, Less Well",268.91,1.3,,0.00,0.0048,General,free-ship-eligible
resideo-l4081a1023-u-dual-aquastat-high-limit-130240f-low-limit-110220f-1025f-adjustable-differential,HONE-L4081A1023/U,"Resideo L4081A1023/U Dual Aquastat, High Limit 130–240°F, Low Limit 110–220°F, 10–25°F Adjustable Differential",334.94,1.7,,0.00,0.0051,General,free-ship-eligible
resideo-l4081b1096-u-dual-aquastat-high-limit-130240f-circulator-110220f-less-well,HONE-L4081B1096/U,"Resideo L4081B1096/U Dual Aquastat, High Limit 130–240°F, Circulator 110–220°F, Less Well",323.79,1.7,,0.00,0.0053,General,free-ship-eligible
resideo-l6081a1036-u-high-and-low-limit-aquastat-130240f-110220f-less-well,HONE-L6081A1036/U,"Resideo L6081A1036/U High and Low Limit Aquastat, 130–240°F / 110–220°F, Less Well",353.04,1.8,,0.00,0.0051,General,free-ship-eligible
resideo-l8124a1007-u-triple-aquastat-relay-120-vac-high-limit-130240f-low-limit-110220f,HONE-L8124A1007/U,"Resideo L8124A1007/U Triple Aquastat Relay, 120 VAC, High Limit 130–240°F, Low Limit 110–220°F",398.04,3.1,82.159164,0.59,0.0078,General,free-ship-eligible
resideo-l8124a1015-u-triple-aquastat-relay-120-vac-high-limit-130240f-low-limit-110220f,HONE-L8124A1015/U,"Resideo L8124A1015/U Triple Aquastat Relay, 120 VAC, High Limit 130–240°F, Low Limit 110–220°F",401.87,3.1,82.159164,0.59,0.0077,General,free-ship-eligible
resideo-l8124c1003-u-triple-aquastat-relay-120-vac-high-limit-130240f-low-limit-110220f,HONE-L8124C1003/U,"Resideo L8124C1003/U Triple Aquastat Relay, 120 VAC, High Limit 130–240°F, Low Limit 110–220°F",401.87,3.1,82.159164,0.59,0.0077,General,free-ship-eligible
resideo-l8124e1016-u-triple-aquastat-120-vac-high-limit-130240f-low-limit-110220f-less-well,HONE-L8124E1016/U,"Resideo L8124E1016/U Triple Aquastat, 120 VAC, High Limit 130–240°F, Low Limit 110–220°F, Less Well",439.13,4.5,117.600372,0.85,0.0102,General,free-ship-eligible
resideo-l8124g1020-u-triple-aquastat-120-vac-high-limit-130240f-low-limit-110220f-less-well,HONE-L8124G1020/U,"Resideo L8124G1020/U Triple Aquastat, 120 VAC, High Limit 130–240°F, Low Limit 110–220°F, Less Well",432.24,4.4,117.600372,0.85,0.0102,General,free-ship-eligible
resideo-l8124l1011-u-triple-aquastat-120-vac-high-limit-130240f-low-limit-110220f-less-well,HONE-L8124L1011/U,"Resideo L8124L1011/U Triple Aquastat, 120 VAC, High Limit 130–240°F, Low Limit 110–220°F, Less Well",423.53,4.5,82.159164,0.59,0.0106,General,free-ship-eligible
resideo-l8148j1009-u-aquastat-control-140240f-120-vac-universal-mount-less-well,HONE-L8148J1009/U,"Resideo L8148J1009/U Aquastat Control, 140–240°F, 120 VAC, Universal Mount, Less Well",368.14,4.3,82.695539,0.59,0.0117,General,free-ship-eligible
resideo-121371l-u-copper-well-assembly-1-2-in-npt-3-in-insertion-3-in-insulation,HONE-121371L/U,"Resideo 121371L/U Copper Well Assembly, 1/2 in NPT, 3 in Insertion, 3 in Insulation",63.70,0.4,,0.00,0.0063,General,free-ship-eligible
resideo-121371m-u-copper-well-assembly-3-4-in-npt-3-in-insertion-3-in-insulation,HONE-121371M/U,"Resideo 121371M/U Copper Well Assembly, 3/4 in NPT, 3 in Insertion, 3 in Insulation",71.90,0.1,,0.00,0.0014,General,free-ship-eligible
resideo-123869a-u-copper-well-assembly-1-2-in-npt-3-in-insertion-1-1-2-in-insulation,HONE-123869A/U,"Resideo 123869A/U Copper Well Assembly, 1/2 in NPT, 3 in Insertion, 1-1/2 in Insulation",53.70,0.2,,0.00,0.0037,General,free-ship-eligible
resideo-123871a-u-copper-well-assembly-3-4-in-npt-3-in-insertion-3-in-insulation,HONE-123871A/U,"Resideo 123871A/U Copper Well Assembly, 3/4 in NPT, 3 in Insertion, 3 in Insulation",68.04,0.7,,0.00,0.0103,General,free-ship-eligible
resideo-pa404a1009-u-pressuretrol-pressure-control-0-59-psi-without-lugs,HONE-PA404A1009/U,"Resideo PA404A1009/U Pressuretrol Pressure Control, 0.5–9 psi, Without Lugs",142.36,1.2,,0.00,0.0084,General,free-ship-eligible
resideo-pa404b1023-u-pressuretrol-pressure-control-0-59-psi-without-lugs,HONE-PA404B1023/U,"Resideo PA404B1023/U Pressuretrol Pressure Control, 0.5–9 psi, Without Lugs",279.40,1.4,33.994350,0.24,0.0050,General,free-ship-eligible
