Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit,part_number,peso_loja_lb,peso_fabricante_lb,razao,preco,lambda_antes,lambda_depois,titulo
2-1-2-x-4-black-iron-nipple,UPDATE,UPDATE,BLPN-250-4,1.933,lb,589-040,1.65,1.933,0.85,20.09,0.0821,0.0962,"Mueller Streamline 589-040 2-1/2"" x 4"" - Black Iron Nipple"
3-x-5-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-300-5.5,3.477,lb,590-055,2.96,3.477,0.85,30.49,0.0971,0.114,"Mueller Streamline 590-055 3"" x 5-1/2"" - Black Iron Nipple"
1-2-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-050-TEE,0.059,lb,W 04006R,0.05,0.059,0.85,4.44,0.0113,0.0133,"Mueller Streamline W 04006R 1/2"" Copper Fittings - Cleaned & Bagged - Tee C x C x C"
1-x-3-4-copper-fittings-cleaned-bagged-coupling-c-x-c,UPDATE,UPDATE,CFCB-100.075-CPL,0.118,lb,W 01049R,0.1,0.118,0.85,12.21,0.0082,0.0097,"Mueller Streamline W 01049R 1"" x 3/4"" Copper Fittings - Cleaned & Bagged - Coupling C x C"
3-4-copper-sweat-fittings-union-cxf-c-x-fpt,UPDATE,UPDATE,COPF-075-UFA-LF,0.398,lb,A 11423NL,0.34,0.398,0.85,105.28,0.0032,0.0038,"Mueller Streamline A 11423NL 3/4"" Copper Sweat Fittings - Union CxF C x FPT"
3-4-copper-sweat-fittings-union-c-x-c,UPDATE,UPDATE,COPF-075-UNI-C,0.364,lb,W 08004,0.31,0.364,0.85,25.37,0.0122,0.0143,"Mueller Streamline W 08004 3/4"" Copper Sweat Fittings - Union C x C"
1-x-1-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.050-TEE-C,0.213,lb,W 04051,0.18,0.213,0.85,24.87,0.0072,0.0086,"Mueller Streamline W 04051 1"" x 1"" x 1/2"" Copper Sweat Fittings - Tee C x C x C"
1-x-3-4-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-100.075-CPL-C,0.118,lb,W 01049,0.1,0.118,0.85,9.27,0.0108,0.0127,"Mueller Streamline W 01049 1"" x 3/4"" Copper Sweat Fittings - Coupling C x C"
1-1-4-x-1-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.100.100-TEE-C,0.458,lb,W 04074,0.39,0.458,0.85,45.06,0.0087,0.0102,"Mueller Streamline W 04074 1-1/4"" x 1"" x 1"" Copper Sweat Fittings - Tee C x C x C"
1-1-2-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-150-CPL/LS-C,0.248,lb,W 01908,0.21,0.248,0.85,16.38,0.0128,0.0151,"Mueller Streamline W 01908 1-1/2"" Copper Sweat Fittings - Repair Coupling - No Stop C x C"
2-x-1-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-200.150-FTR-C,0.436,lb,W 01358,0.37,0.436,0.85,34.44,0.0107,0.0127,"Mueller Streamline W 01358 2"" x 1-1/2"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
2-carbon-steel-press-fittings-mechanical-coupling-with-stop-p-x-p,UPDATE,UPDATE,CRBN-200-CPL/WS,1.058,lb,CP10150,0.9,1.058,0.85,97.81,0.0092,0.0108,"Mueller Streamline CP10150 2"" Carbon Steel Press Fittings - Mechanical - Coupling - With Stop P x P"
3-8-x-1-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-038-1.5,0.07,lb,562-015,0.06,0.07,0.85,3.18,0.0189,0.0222,"Mueller Streamline 562-015 3/8"" x 1-1/2"" - Galvanized Nipple"
3-4-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-2.5,0.236,lb,564-025,0.2,0.236,0.85,2.49,0.0803,0.0948,"Mueller Streamline 564-025 3/4"" x 2-1/2"" - Galvanized Nipple"
1-1-2-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-150-3,0.681,lb,567-030,0.58,0.681,0.85,5.34,0.1086,0.1275,"Mueller Streamline 567-030 1-1/2"" x 3"" - Galvanized Nipple"
1-1-2-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-4.5,1.021,lb,567-045,0.87,1.021,0.85,8.18,0.1064,0.1248,"Mueller Streamline 567-045 1-1/2"" x 4-1/2"" - Galvanized Nipple"
3-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-300-CLS,1.66,lb,590-001,1.4,1.66,0.84,19.75,0.0709,0.0841,"Mueller Streamline 590-001 3"" x Close - Black Iron Nipple"
1-x-1-2-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.050.050-TEE-C,0.215,lb,W 04063,0.18,0.215,0.84,28.68,0.0063,0.0075,"Mueller Streamline W 04063 1"" x 1/2"" x 1/2"" Copper Sweat Fittings - Tee C x C x C"
1-2-copper-press-fittings-drop-ear-90-degree-elbow-p-x-fpt,UPDATE,UPDATE,CPPF-050-DE90,0.251,lb,PF 01508,0.21,0.251,0.84,23.88,0.0088,0.0105,"Mueller Streamline PF 01508 1/2"" Copper Press Fittings - Drop Ear 90 Degree Elbow P x FPT"
1-x-3-4-copper-press-fittings-coupling-p-x-p,UPDATE,UPDATE,CPPF-100.075-CPLG,0.178,lb,PF 01049,0.15,0.178,0.84,23.28,0.0064,0.0077,"Mueller Streamline PF 01049 1"" x 3/4"" Copper Press Fittings - Coupling P x P"
1-2-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-050-3,0.214,lb,563-030,0.18,0.214,0.84,2.11,0.0853,0.1014,"Mueller Streamline 563-030 1/2"" x 3"" - Galvanized Nipple"
3-4-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-2,0.19,lb,564-020,0.16,0.19,0.84,2.25,0.0711,0.0844,"Mueller Streamline 564-020 3/4"" x 2"" - Galvanized Nipple"
1-1-4-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-125-3,0.569,lb,566-030,0.48,0.569,0.84,4.5,0.1067,0.1264,"Mueller Streamline 566-030 1-1/4"" x 3"" - Galvanized Nipple"
1-x-1-x-1-2-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-100.050-TEE,0.217,lb,W 04051R,0.18,0.217,0.83,32.78,0.0055,0.0066,"Mueller Streamline W 04051R 1"" x 1"" x 1/2"" Copper Fittings - Cleaned & Bagged - Tee C x C x C"
1-4-copper-sweat-fittings-90-degree-long-turn-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-025-LTST90-C,0.024,lb,W 02809,0.02,0.024,0.83,9.0,0.0022,0.0027,"Mueller Streamline W 02809 1/4"" Copper Sweat Fittings - 90 Degree Long Turn Street Elbow Ftg x C"
3-8-x-1-2-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-038.050-FA-C,0.096,lb,W 01224,0.08,0.096,0.83,12.83,0.0062,0.0075,"Mueller Streamline W 01224 3/8"" x 1/2"" Copper Sweat Fittings - Female Adapter C x FPT"
1-2-copper-sweat-fittings-45-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-050-45EL-C,0.036,lb,W 03026,0.03,0.036,0.83,3.62,0.0083,0.0099,"Mueller Streamline W 03026 1/2"" Copper Sweat Fittings - 45 Degree Elbow C x C"
1-2-x-1-8-copper-sweat-fittings-flush-bushing-to-fpt-ftg-x-fpt,UPDATE,UPDATE,COPF-050.018-FLBF-C,0.036,lb,A 07812NL,0.03,0.036,0.83,13.46,0.0022,0.0027,"Mueller Streamline A 07812NL 1/2"" x 1/8"" Copper Sweat Fittings - Flush Bushing to FPT Ftg x FPT"
3-4-x-1-2-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-075.050-FA-C,0.109,lb,W 01247,0.09,0.109,0.83,13.59,0.0066,0.008,"Mueller Streamline W 01247 3/4"" x 1/2"" Copper Sweat Fittings - Female Adapter C x FPT"
2-x-1-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-200.100-CPL-C,0.458,lb,W 01075,0.38,0.458,0.83,35.4,0.0107,0.0129,"Mueller Streamline W 01075 2"" x 1"" Copper Sweat Fittings - Coupling C x C"
2-x-1-1-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-200.125-FTR-C,0.432,lb,W 01359,0.36,0.432,0.83,34.44,0.0105,0.0125,"Mueller Streamline W 01359 2"" x 1-1/4"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
1-1-2-copper-fittings-dwv-90-degree-long-turn-elbow-c-x-c,UPDATE,UPDATE,COPF-DWV-150-LT90-C,0.503,lb,A 07209,0.42,0.503,0.83,46.29,0.0091,0.0109,"Mueller Streamline A 07209 1-1/2"" Copper Fittings - DWV - 90 Degree Long Turn Elbow C x C"
3-copper-fittings-dwv-combination-tee-wye-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-300-LTTY-C,4.469,lb,A 07158,3.69,4.469,0.83,439.63,0.0084,0.0102,"Mueller Streamline A 07158 3"" Copper Fittings - DWV - Combination Tee-Wye C x C x C"
3-x-1-1-2-copper-fittings-dwv-coupling-c-x-c,UPDATE,UPDATE,COPF-DWV-300.150-CPL-C,0.518,lb,W 07095,0.43,0.518,0.83,56.34,0.0076,0.0092,"Mueller Streamline W 07095 3"" x 1-1/2"" Copper Fittings - DWV - Coupling C x C"
2-x-1-copper-press-fittings-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CPPF-200.100-FTR,0.459,lb,PF 01360,0.38,0.459,0.83,29.31,0.013,0.0156,"Mueller Streamline PF 01360 2"" x 1"" Copper Press Fittings - Fitting Reducer Ftg x P"
1-1-4-x-1-1-4-x-1-2-carbon-steel-press-fittings-gas-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-125.050-TEE-G,1.14,lb,CP04071G,0.95,1.14,0.83,104.64,0.0091,0.0109,"Mueller Streamline CP04071G 1-1/4"" x 1-1/4"" x 1/2"" Carbon Steel Press Fittings - Gas - Tee P x P x P"
2-1-2-x-5-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-250-5.5,2.657,lb,589-055,2.18,2.657,0.82,23.0,0.0948,0.1155,"Mueller Streamline 589-055 2-1/2"" x 5-1/2"" - Black Iron Nipple"
1-2-copper-fittings-cleaned-bagged-female-adapter-c-x-fpt,UPDATE,UPDATE,CFCB-050-FA,0.098,lb,W 01231R,0.08,0.098,0.82,8.62,0.0093,0.0114,"Mueller Streamline W 01231R 1/2"" Copper Fittings - Cleaned & Bagged - Female Adapter C x FPT"
1-4-x-1-2-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-025.050-MA-C,0.085,lb,W 01113,0.07,0.085,0.82,11.29,0.0062,0.0075,"Mueller Streamline W 01113 1/4"" x 1/2"" Copper Sweat Fittings - Male Adapter C x MPT"
3-4-x-5-8-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-075.058-CPL-C,0.061,lb,W 01035,0.05,0.061,0.82,5.05,0.0099,0.0121,"Mueller Streamline W 01035 3/4"" x 5/8"" Copper Sweat Fittings - Coupling C x C"
1-1-4-x-1-1-4-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.050-TEE-C,0.316,lb,W 04071,0.26,0.316,0.82,35.1,0.0074,0.009,"Mueller Streamline W 04071 1-1/4"" x 1-1/4"" x 1/2"" Copper Sweat Fittings - Tee C x C x C"
2-x-2-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.050-TEE-C,0.668,lb,W 40107,0.55,0.668,0.82,58.94,0.0093,0.0113,"Mueller Streamline W 40107 2"" x 2"" x 1/2"" Copper Sweat Fittings - Tee C x C x C"
2-x-1-x-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.100.200-TEE-C,1.637,lb,W 40245,1.35,1.637,0.82,101.59,0.0133,0.0161,"Mueller Streamline W 40245 2"" x 1"" x 2"" Copper Sweat Fittings - Tee C x C x C"
3-copper-fittings-dwv-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-DWV-300-FA-C,1.765,lb,A 07403,1.45,1.765,0.82,260.89,0.0056,0.0068,"Mueller Streamline A 07403 3"" Copper Fittings - DWV - Female Adapter C x FPT"
1-2-copper-press-fittings-45-degree-elbow-p-x-p,UPDATE,UPDATE,CPPF-050-45EL,0.097,lb,PF 03026,0.08,0.097,0.82,5.85,0.0137,0.0166,"Mueller Streamline PF 03026 1/2"" Copper Press Fittings - 45 Degree Elbow P x P"
1-1-4-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-2.5,0.474,lb,566-025,0.39,0.474,0.82,4.5,0.0867,0.1053,"Mueller Streamline 566-025 1-1/4"" x 2-1/2"" - Galvanized Nipple"
1-2-x-3-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-050.075-MA-C,0.172,lb,W 01130,0.14,0.172,0.81,11.91,0.0118,0.0144,"Mueller Streamline W 01130 1/2"" x 3/4"" Copper Sweat Fittings - Male Adapter C x MPT"
3-4-copper-sweat-fittings-fitting-female-adapter-ftg-x-fpt,UPDATE,UPDATE,COPF-075-FTGFA-C,0.172,lb,W 01546,0.14,0.172,0.81,16.12,0.0087,0.0107,"Mueller Streamline W 01546 3/4"" Copper Sweat Fittings - Fitting Female Adapter Ftg x FPT"
1-1-4-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-125-FA-C,0.455,lb,W 01271,0.37,0.455,0.81,28.83,0.0128,0.0158,"Mueller Streamline W 01271 1-1/4"" Copper Sweat Fittings - Female Adapter C x FPT"
1-1-4-x-3-4-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.075.075-TEE-C,0.369,lb,W 04080,0.3,0.369,0.81,45.06,0.0067,0.0082,"Mueller Streamline W 04080 1-1/4"" x 3/4"" x 3/4"" Copper Sweat Fittings - Tee C x C x C"
1-1-2-x-1-1-2-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-150.125-TEE-C,0.567,lb,W 04085,0.46,0.567,0.81,37.28,0.0123,0.0152,"Mueller Streamline W 04085 1-1/2"" x 1-1/2"" x 1-1/4"" Copper Sweat Fittings - Tee C x C x C"
2-x-1-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-200.100-FTR-C,0.446,lb,W 01360,0.36,0.446,0.81,36.97,0.0097,0.0121,"Mueller Streamline W 01360 2"" x 1"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
3-x-3-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-300.125-TEE-C,2.382,lb,W 40148,1.94,2.382,0.81,173.48,0.0112,0.0137,"Mueller Streamline W 40148 3"" x 3"" x 1-1/4"" Copper Sweat Fittings - Tee C x C x C"
2-x-1-1-2-copper-fittings-dwv-coupling-c-x-c,UPDATE,UPDATE,COPF-DWV-200.150-CPL-C,0.209,lb,W 07073,0.17,0.209,0.81,19.7,0.0086,0.0106,"Mueller Streamline W 07073 2"" x 1-1/2"" Copper Fittings - DWV - Coupling C x C"
1-1-2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-150-TEE,1.22,lb,PF 04084,0.99,1.22,0.81,74.52,0.0133,0.0164,"Mueller Streamline PF 04084 1-1/2"" Copper Press Fittings - Tee P x P x P"
1-1-2-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-2,0.454,lb,567-020,0.37,0.454,0.81,4.81,0.0769,0.0944,"Mueller Streamline 567-020 1-1/2"" x 2"" - Galvanized Nipple"
1-1-2-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-2.5,0.567,lb,567-025,0.46,0.567,0.81,5.34,0.0861,0.1062,"Mueller Streamline 567-025 1-1/2"" x 2-1/2"" - Galvanized Nipple"
2-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-200-2.5,0.761,lb,568-025,0.62,0.761,0.81,7.1,0.0873,0.1072,"Mueller Streamline 568-025 2"" x 2-1/2"" - Galvanized Nipple"
1-1-4-carbon-steel-press-fittings-gas-90-degree-elbow-p-x-p,UPDATE,UPDATE,CRBN-125-90EL-G,1.184,lb,CP02055G,0.95,1.184,0.8,63.61,0.0149,0.0186,"Mueller Streamline CP02055G 1-1/4"" Carbon Steel Press Fittings - Gas - 90 Degree Elbow P x P"
