sku,handle,categoria,preco,peso_lb,lambda,perfil_atual,nota
CPVP-300-10-CHEM,3-x-10-chemdrain-cpvc-pipe,CPVC Pipe,210.60,0.96,0.0046,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
HONE-ZD10X14TZ/U,10-in-x-14-in-parallel-blade-damper,Zone Dampers,209.15,7.0,0.0335,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HONE-ZD14X10TZ/U,14-in-x-10-in-parallel-blade-damper,Zone Dampers,209.15,7.0,0.0335,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-125-10MH,1-1-4-x-10-copper-tube-m-hard,Type M Hard,209.10,6.8,0.0325,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-7224,24-aluminum-pipe-wrench,Wrenches,207.00,6.65,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
RECT-97003,clean-check-97003-extendable-backwater-valve-installs-descretely-plumbing-3,"Backwater Valves, Traps & Primers",206.16,6.0,0.0291,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-050-KH,1-2-x-20-copper-tube-k-hard,Type K Hard,204.60,6.8,0.0332,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-038-REF,3-8-x-50-copper-tube-refrigeration-tubing-soft,Refrigeration Tubing - Soft,204.54,6.7,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HONE-ZD10X10TZ/U,10-in-x-10-in-parallel-blade-damper,Zone Dampers,198.94,3.0,0.0151,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ANVI-AS200-20-PGV,1-5-8-x-20-galvanized-solid-strut,Strut (Channel),195.80,1.89,0.0097,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISVL082,8-x-24-polypro-single-wall-vent-pipe,Polypropylene Single Wall Venting,191.90,3.45,0.0180,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-PKG12-36RM,franke-9-8-in-x-13-8-in-stainless-steel-bottom-roller-mat-for-peak-pkg160-sinks,"Cutting Boards, Colanders & Sink Grids",191.85,1.0,0.0052,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
NHSP-200,2-x-10-nh-x-nh-gray-cast-iron-soil-pipe-64-per-bundle,No Hub Pipe,187.30,3.6,0.0192,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
NHSP-150,1-1-2-x-10-nh-x-nh-gray-cast-iron-soil-pipe-54-per-bundle,No Hub Pipe,187.10,2.5,0.0134,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
CTSF-BF002,2-sweat-copper-coated-4-bolt-flange-adapter-150-lb,Copper Sweat Fittings,185.67,5.9,0.0318,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ZILM-ZFT8R,2-1-gallon-expansion-tank-rectangular,Expansion Tanks (Heating),182.27,5.0,0.0274,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-150-20-SCH80,1-1-2-x-20-cpvc-pipe-corzan-sch80,CPVC Pipe,180.40,0.74,0.0041,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-4793,moen-m-pact-2-handle-3-hole-roman-tub-adjustable-rough-in-valve-1-2-in-cpvc-pex-connection,Deck-Mount Tub Faucets,179.94,5.32,0.0296,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-058-ACR,5-8-x-20-copper-tube-l-hard-acr-oxy-med,Type L Hard ACR-OXY-MED,177.40,0.28,0.0016,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
AB&A-403,ab-a-60501-cast-iron-three-quarter-square-floor-sink-grate-12-by-12-inches-porcelain-coated,Floor Sinks,175.22,5.35,0.0305,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
LIBE-ALM-2,alarm-indoor-wide-angle-float-115v-20-cord,Sewage Pumps,173.44,3.0,0.0173,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-200-A53B-PE,2-x-21-black-steel-pipe-a53-type-e-grade-b-erw-plain-end-0-154-w-import,Plain End A53,172.41,0.94,0.0055,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-4794,moen-m-pact-2-handle-3-hole-roman-tub-adjustable-rough-in-valve-1-2-in-crimp-ring-pex-connection,Deck-Mount Tub Faucets,171.56,4.93,0.0287,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
CPPF-200-UMA,2-copper-press-fittings-union-pxm-p-x-mpt,Press Fittings - Copper (CTS),170.32,5.31,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-7423,moen-chateau-single-handle-standard-kitchen-faucet-in-chrome,Standard Kitchen Faucets,164.91,4.26,0.0258,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-6150,moen-gibson-4-in-centerset-2-handle-high-arc-bathroom-faucet-with-pop-up-assembly-in-chrome,Centerset Faucets,162.57,5.4,0.0332,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CHER-270067,cherne-6-in-test-ball-plug,Air and Water Test,162.33,1.91,0.0118,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-8957,moen-m-bition-4-in-centerset-2-handle-vandal-resistant-bar-faucet-with-1-2-in-ips-connections-1-5-gpm-lever-handles-in-chrome,Standard Prep/Bar Faucets,162.25,5.0,0.0308,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-8915,moen-m-bition-commercial-4-in-centerset-2-handle-1-5-gpm-bathroom-faucet-with-lever-handles-in-chrome,Centerset Faucets,161.18,5.0,0.0310,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GROH-26.545000,hand-shower-3-sprays-1-75-gpm-in-grohe-chrome,Hand Shower Heads,160.23,5.0,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-RP50841,delta-universal-single-setting-raincan-shower-head-chrome-delt-rp50841,Single-Function Shower Heads,159.03,2.22,0.0140,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-4792,moen-m-pact-2-handle-3-hole-roman-tub-adjustable-rough-in-valve-1-2-in-cc-connection,Roman Tub Valves,158.88,3.99,0.0251,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-L64625,moen-chateau-chrome-one-handle-bathroom-faucet,Centerset Faucets,158.81,3.35,0.0211,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GROH-26.465000,stick-hand-shower-1-spray-1-75-gpm-in-grohe-chrome,Hand Shower Heads,157.95,5.0,0.0317,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
S&DP-600-3034G,6-x-20-pvc-sewer-and-drain-pipe-astm-d-3034-gasket-joint-white,Sewer & Drain Pipe,157.80,1.03,0.0065,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
S&DF-G600-SANT-S,6-sanitary-tee-gasketed-sewer-drain-fitting,Sewer & Drain Fittings,157.38,4.85,0.0308,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-L64621,moen-chateau-4-in-centerset-single-handle-low-arc-bathroom-faucet-with-metal-plastic-drain-assembly-in-chrome-1-2-ips,Centerset Faucets,157.22,3.44,0.0219,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCP-600-SCH40-BE,6-x-20-pvc-sch40-belled-end-pipe,PVC SCH40 Belled End,157.20,0.63,0.0040,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCP-600-SCH40-PE,6-x-20-pvc-sch40-plain-end-pipe,PVC SCH40 Plain End,157.20,0.54,0.0034,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRO-26277001,hansgrohe-vernis-blend-showerhead-200-1-jet-1-75-gpm-in-chrome,Rain Heads,156.60,5.0,0.0319,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRO-26281001,hansgrohe-vernis-blend-showerhead-230-1-jet-2-5-gpm-in-chrome,Single-Function Shower Heads,156.60,5.0,0.0319,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOUN-MT202/MB,classic-complete-stopper-strainer-unit-waste-disposer-trim-extended-flange-matte-black,Flanges & Stoppers,156.00,5.0,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOUN-MT202/ORB,classic-complete-stopper-strainer-unit-waste-disposer-trim-extended-flange-oil-rubbed-bronze,Flanges & Stoppers,156.00,5.0,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ASFC-7500.145.002,monterrey-4-inch-centerset-gooseneck-faucet-with-lever-handles-0-5-gpm-1-9-lpm-chrome,Centerset Faucets,155.49,5.0,0.0322,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DXVF-D35700312.100,contemporary-right-angle-12-shower-arm-in-polished-chrome,Shower Arms,154.35,5.0,0.0324,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ROHL-16295APC,59-metal-shower-hose-in-polished-chrome,Hand Shower Hoses,154.05,1.0,0.0065,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-4798,moen-m-pact-2-handle-3-hole-roman-tub-10-in-center-rough-in-valve-1-2-in-wirsbo-pex-connection,Deck-Mount Tub Faucets,152.61,3.48,0.0238,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-6302EPBN,moen-brushed-nickel-one-function-4-3-8-diameter-spray-head-eco-performance-showerhead,Single-Function Shower Heads,152.44,5.0,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-100-DST,delta-100-series-single-handle-kitchen-faucet-chrome,Single Hole Faucets,152.12,3.31,0.0218,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-50750,7-8-x-50-code-dw-drain-hose,Miscellaneous Tools,151.50,0.37,0.0024,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ASFC-7074.040.002,colony-pro-single-handle-kitchen-faucet-1-5-gpm-5-7-l-min-with-side-spray-chrome,Standard Kitchen Faucets,150.44,5.0,0.0332,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSP-600-10,6-x-10-abs-foam-core-pipe-sch40,ABS Pipe,150.00,2.05,0.0137,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
CHER-271047,cherne-4-in-long-test-ball-plug,Air and Water Test,148.84,2.31,0.0155,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-125-20-SCH80,1-1-4-x-20-cpvc-pipe-corzan-sch80,CPVC Pipe,148.80,0.61,0.0041,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-B510LF,delta-foundations-single-handle-centerset-bathroom-faucet-chrome-delt-b510lf,Centerset Faucets,148.03,3.03,0.0205,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-T13420,delta-classic-monitor-13-series-tub-shower-trim-chrome,Tub-Shower Trim Sets,148.03,2.61,0.0312,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-810-504G,3-4-fip-tankless-water-heater-valve-kit-3-way-ball-standard-port-600-wog,Tankless Valve Kits,147.80,3.16,0.0214,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-810-514G,3-4-sweat-tankless-water-heater-valve-kit-3-way-ball-standard-port-600-wog,Tankless Valve Kits,147.80,3.16,0.0214,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-7425,moen-chateau-low-arc-single-handle-standard-kitchen-faucet-in-chrome,Standard Kitchen Faucets,146.32,4.26,0.0291,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISVL062,6-x-24-polypro-single-wall-vent-pipe,Polypropylene Single Wall Venting,144.36,3.2,0.0222,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-656-ES,1-male-sweat-hydra-rester-asse-e,Hammer Arrestors,144.23,0.59,0.0041,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRO-28274820,hansgrohe-isiflex-handshower-hose-80-in-brushed-nickel,Hand Shower Hoses,144.00,0.97,0.0067,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-67425,moen-chateau-single-handle-kitchen-faucet-without-sprayer-low-arc-spout-in-chrome-finish,Standard Kitchen Faucets,143.41,3.71,0.0259,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
NAVA-NTF66,flaring-tool-3-4-od-max-6-sizes,Refrigeration Tools,139.73,4.5,0.0322,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
TOTO-TS221X-CP,toto-connelly-three-way-diverter-trim-with-off-polished-chrome-ts221x-cp,Diverter Valve Trims,139.43,1.7,0.0122,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-UPBA-480BH-34,3-4-press-x-hose-low-lead-brass-full-port-ball-valve-200-psi,Press Ball Valves,137.46,3.58,0.0260,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
NAVI-GXXX001891,sidewall-termination-kit-11-5,Navien Parts,129.16,4.0,0.0310,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
S&DF-G600-WYE-S,6-wye-gasketed-sewer-drain-fitting,Sewer & Drain Fittings,128.28,4.18,0.0326,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-L64601,moen-chateau-single-hole-single-handle-bathroom-faucet-in-chrome,Single-Hole Faucets,127.94,2.77,0.0217,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ANVI-AS500-EH-20-PGV,13-16-x-20-galvanized-slotted-strut,Strut (Channel),127.80,1.89,0.0148,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-200-PE,2-x-21-black-steel-pipe-plain-end-import,Plain End,126.21,3.68,0.0292,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-672WV0444,1-male-sweat-manifold-12-port-1-2-male-sweat,12-Port Manifold,126.19,2.0,0.0158,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CHER-271039,cherne-3-in-long-test-ball-plug,Air and Water Test,125.31,1.88,0.0150,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-50560-CZ,delta-universal-wall-elbow-for-handshower-champagne-bronze,Supply Outlets,124.86,0.88,0.0070,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DONN-YB5108BN,moen-voss-pivoting-double-post-toilet-paper-holder-in-brushed-nickel,Paper Holders & Brush Sets,123.75,1.2,0.0097,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GERB-40-023,viper-1h-lavatory-faucet-single-hole-mount-w-50-50-touch-down-drain-1-2gpm-chrome,Single-Hole Faucets,121.50,3.9,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-50560-SS-PR,delta-universal-wall-elbow-for-handshower-lumicoat-stainless,Supply Outlets,121.43,0.8,0.0066,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-852-3LNQ,adjustable-floor-cleanout-3-mip-abs-7-nickel-bronze-square-cover,Cleanouts,120.21,2.99,0.0249,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-B501LF,delta-foundations-single-handle-centerset-bathroom-faucet-chrome,Centerset Faucets,119.07,2.98,0.0250,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISLPT0303,3-low-profile-wall-termination,Polypropylene Single Wall Venting,118.27,1.95,0.0165,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISVL061,6-x-12-polypro-single-wall-vent-pipe,Polypropylene Single Wall Venting,117.60,1.85,0.0157,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-050-XH106B-PE,1-2-x-21-black-steel-pipe-a106-grade-b-seamless-plain-end-0-147-w-xh-import,Plain End SCH80 A106 Seamless,116.76,0.94,0.0081,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-UPBA-480B-114,1-1-4-low-lead-bronze-full-port-press-ball-valve,Press Ball Valves,116.55,1.86,0.0160,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-852-4LNR,adjustable-floor-cleanout-4-mip-abs-6-nickel-bronze-round-cover,Cleanouts,115.73,2.49,0.0215,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-863-335SQ,3-solvent-weld-square-above-grade-floor-drain-5-7-8-top-stainle-stainless-steel-steel-finish,Floor Drains,113.93,1.98,0.0174,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-852-4ANR,adjustable-floor-cleanout-4-abs-6-nickel-bronze-round-cover,Cleanouts,113.02,3.67,0.0325,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
LEGE-101-007NL,1-1-2-press-x-press-legendpress-no-lead-forged-brass-full-port-ball-valve,Press Ball Valves,112.81,3.58,0.0317,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GROH-28.629000,wall-union-with-hand-shower-holder-in-grohe-chrome,Supply Outlets,112.50,0.4,0.0036,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISEL0645,6-45-degree-elbow-polypro-sw,Polypropylene Single Wall Venting,111.89,1.05,0.0094,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISEL0687,6-87-degree-elbow-polypro-sw,Polypropylene Single Wall Venting,111.89,1.35,0.0121,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-833-2PNR,2-pvc-round-floor-drain-with-nickel-top,Floor Drains,111.24,1.98,0.0178,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-RP62283,delta-universal-single-setting-raincan-shower-head-chrome-delt-rp62283,Single-Function Shower Heads,110.81,1.37,0.0124,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRIZ-RP49645NK,brizo-essential-handshower-hose-and-gaskets-luxe-nickel,Hand Shower Hoses,110.55,0.82,0.0074,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
S&DP-600-3034G-14,6-x-14-pvc-sewer-and-drain-pipe-astm-d-3034-gasket-joint-white,Sewer & Drain Pipe,110.46,2.31,0.0209,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
DONN-YB5408CH,moen-kingsley-pivoting-double-post-toilet-paper-holder-in-chrome,Paper Holders & Brush Sets,109.88,1.1,0.0100,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRO-28274000,hansgrohe-isiflex-handshower-hose-80-in-chrome,Hand Shower Hoses,108.90,0.97,0.0089,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-4903,moen-chateau-2-handle-high-arc-bar-faucet-in-chrome,Standard Prep/Bar Faucets,108.14,2.39,0.0221,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-50570-BL,delta-universal-square-wall-elbow-for-handshower-matte-black,Supply Outlets,107.53,0.45,0.0042,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-100-20-SCH80,1-x-20-cpvc-pipe-corzan-sch80,CPVC Pipe,106.80,0.44,0.0041,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSP-400-20,4-x-20-abs-foam-core-pipe-sch40,ABS Pipe,106.40,1.03,0.0097,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-178755,moen-shower-escutcheon-chrome,Escutcheons,106.31,1.5,0.0141,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-53-2685,5-piece-small-cable-head-attachment-kit-w-rust-guard-plating,"Cables, Drums, Augers & Accessories",105.18,0.27,0.0026,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
