sku,ven,price,lb_loja,teto_lb,folga_x,title
LEGE-462-717NL,Legend Valve,34.63,0.05,1.17,23.3,"Legend Valve 462-717NL 1-1/2"" PEX Female Adapter (Expansion(F1960) x FIP) - Brass"
MAXI-075.050-BSH,MaxiPro,34.83,0.52,1.17,2.3,"MaxiPro MPA5243 0060401 3/4"" x 1/2"" ACR Press Fitting - Fitting Reducer"
MILW-49-25-1561,Milwaukee Tools,34.59,0.73,1.17,1.6,"Milwaukee Tools 49-25-1561 1-3/8"" NITRUS™ Carbide Extreme Metal Universal Fit Oscillating "
MILW-49-25-1571,Milwaukee Tools,34.59,0.73,1.17,1.6,"Milwaukee Tools 49-25-1571 1-3/8"" NITRUS™ Carbide Extreme Materials Universal Fit Oscillat"
PASC-4668,Pasco,34.72,0.33,1.17,3.5,Pasco 4668 Big Yank Sr Hdl Puller
VEGA-25740,Viega,34.68,0.9,1.17,1.3,"Viega 25740 1"" - Cap, MegaPress®"
WOOD-34HF-BR,"Woodford Manufacturing Company, LLC",34.62,0.15,1.17,7.8,"Woodford 34HF-BR 34HF Vacuum Breaker, Brass"
CPVC-050-DE90-SXF-LF,Charlotte Pipe,35.12,0.11,1.18,10.8,"Charlotte Pipe 1/2"" - CPVC Elbow - 90° (Drop Ear) - Slip x FIP CTS-02302L-0600"
LEGE-460-806NL,Legend Valve,35.1,0.06,1.18,19.7,"Legend Valve 460-806NL 1-1/4"" PEX Insert Adapter (Crimp(F1807) x Insert) - Brass"
MAXI-038.025-CPL,MaxiPro,34.99,0.52,1.18,2.3,"MaxiPro MPA5240 0030201 3/8"" x 1/4"" ACR Press Fitting - Coupling (Reducing)"
MAXI-038.025-LONG-CPL,MaxiPro,34.99,0.52,1.18,2.3,"MaxiPro MPA5240L0030201 3/8"" x 1/4"" ACR Press Fitting - Coupling (Long Reducing)"
MILW-48-20-7652,Milwaukee Tools,34.92,0.87,1.18,1.4,"Milwaukee Tools 48-20-7652 1/2"" X 13/16"" Short Stop Bit SDS Plus"
MILW-48-22-6210,Milwaukee Tools,34.94,0.92,1.18,1.3,"Milwaukee Tools 48-22-6210 10"" Comfort Grip Hex-Jaw Pliers"
VEGA-90571,Viega,35.16,0.17,1.18,7.0,"Viega 90571 1-1/4"" PEX Male Adapter (Crimp(F1807) x MIP) - PureFlow® Press (Brass)"
WEBS-H-36805W,Webstone,35.05,0.05,1.18,23.6,"Webstone H-36805W 1-1/4"" Press x PEX F1960 Coupling"
DIVE-PHL501,DiversiTech,35.22,0.5,1.19,2.4,DiversiTech PHL501 Packard Plenum Thermostat
AQUF-WCSV-518-PP,LSP Products,35.34,0.52,1.19,2.3,"LSP Products 3/4"" x 18"" F1960 x FIP Stainless Steel Corrugated Water Heater Connectors AQU"
MILW-49-56-9205,Milwaukee Tools,35.27,0.24,1.19,5.0,"Milwaukee Tools 49-56-9205 1-3/4"" BIG HAWG™ with Carbide Teeth"
MOEN-AS-4201-BLS,Moen,35.3,1.0,1.19,1.2,Moen AS-4201-BLS Black stainless air switch
CRBN-075-MA,Mueller Streamline,35.34,0.9,1.19,1.3,"Mueller Streamline CP01146 3/4"" Carbon Steel Press Fittings - Mechanical - Male Adapter P "
MILW-48-22-1505,Milwaukee Tools,35.54,0.4,1.2,3.0,Milwaukee Tools 48-22-1505 FASTBACK™ 6IN1 Folding Utility Knife
PRIE-P-231-0510,"PRIER Products, Inc.",35.54,0.15,1.2,8.0,"PRIER Products P-231-0510 Stem Assembly - Style E-BFP - 10"" for P-164"
RHEE-AP16581A,Rheem Manufacturing,35.46,1.0,1.2,1.2,Rheem AP16581A Diffuser Tube
ASRP-83140.00.000,American Standard,36.0,0.52,1.21,2.3,American Standard 83140-00.000 Veneto Flush Piston
CPVC-200.075-TEE-V,Charlotte Pipe,36.05,0.11,1.21,11.0,"Charlotte Pipe CTS-02400-9000 2"" x 3/4"" - CPVC Tee - Slip x Slip x Slip"
JOMA-104-545PG,Jomar,35.84,0.44,1.21,2.7,"Jomar 104-545PG 1"" F1960 - Standard Port, 2 Piece, Expansion Pex Connection, 400 WOG, with"
MAXI-050-90EL,MaxiPro,35.88,0.52,1.21,2.3,"MaxiPro MPA5002 0040001 1/2"" ACR Press Fitting - Elbow - 90°"
MAXI-075-ST90,MaxiPro,35.88,0.52,1.21,2.3,"MaxiPro MPA5001 0060001 3/4"" ACR Press Fitting - Elbow - 90° (Street)"
MPEX-4841313,MrPEX Systems,35.85,0.05,1.21,24.2,"MrPEX Systems 1-1/4"" PEX Sweat Adapter (Expansion(F1960) x Sweat) - Brass 4841313"
REDW-5014AB-100,Red-White Valve,35.89,0.44,1.21,2.7,"Red-White Valve 5014AB 1 1"" - (F1960 x Press) 5014AB Transition Ball Valve - Lead Free"
HONE-V2040DSL15,Resideo,35.85,0.61,1.21,2.0,Resideo V2040DSL15 Straight Pattern 1/2 in Thermostatic Radiator Valve
HONE-V2040ESL15,Resideo,35.85,0.61,1.21,2.0,Resideo V2040ESL15 Angle Pattern 1/2 in Vertical Thermostatic Radiator Valve
ZURN-P6000-LL-CP,Zurn,35.98,0.52,1.21,2.3,"Zurn P6000-LL-CP Outside Metal Cover for Exposed Manual Flush Valve, Chrome-Plated Brass"
INSL-258DT,Armacell,36.06,0.18,1.22,6.8,"Armacell 6IL068258 2-5/8"" x 3/4"" wall, Elastomeric Pipe Insulation with a flexible lap sea"
ABSF-300-STWYE-A,Charlotte Pipe,36.33,0.57,1.22,2.1,"Charlotte Pipe ABS-00602-1000 3"" ABS DWV Street Wye - Spigot x H x H"
DIAB-DHS4125,Diablo,36.3,0.49,1.22,2.5,"Diablo DHS4125 4-1/8"" Bi-Metal Hole Saw"
BRIF-150.050-CPL-NL,Legend Valve,36.13,0.6,1.22,2.0,"Legend Valve 310-377NL 1-1/2"" x 1/2"" - Brass Reducing Coupling"
BRIF-150.075-CPL-NL,Legend Valve,36.13,0.6,1.22,2.0,"Legend Valve 310-378NL 1-1/2"" x 3/4"" - Brass Reducing Coupling"
TACO-110-251F,Taco Comfort Solutions,36.13,0.88,1.22,1.4,"Taco Comfort Solutions Freedom Flange Set - Cast Iron, 2 bolt, 3/4"" NPT; Fits - All ""00"" ("
ARRO-PK2004,Arrowhead Brass,36.63,0.15,1.23,8.2,Arrowhead Brass PK2004 Replacement Stem Assembly for 4 420BFP Frost-Proof Hydrant- 8 total
ARRO-PK6004,Arrowhead Brass,36.63,0.15,1.23,8.2,Arrowhead Brass PK6004 Arrow-Breaker Frost-Proof Stem Assembly for 4 410 and 460 Series- 8
ARRO-PK7004,Arrowhead Brass,36.63,0.15,1.23,8.2,"Arrowhead Brass PK7004 Replacement Stem for 470 FreezeProof- 4"""
BRAS-R1701LRX-C1,BrassCraft,36.63,0.3,1.23,4.1,"BrassCraft R1701LRX C1 1/2"" x 3/8"" x 1/4"" Dual Angle Stop - FIP x Comp x Comp, Chrome"
DIAB-DHS2125CT,Diablo,36.59,0.73,1.23,1.7,"Diablo DHS2125CT 2-1/8"" Carbide Teeth Hole Saw for Wood and Metal"
GERB-D469100BN,Gerber,36.45,0.3,1.23,4.1,Gerber D469100BN Showerarm Mount w/ Brass Ball Joint Brushed Nickel
BRPN-100-10,Legend Valve,36.51,0.29,1.23,4.2,"Legend Valve 311-114 1"" x 10"" Red Brass Pipe Nipple"
MILW-49-56-0516,Milwaukee Tools,36.38,0.1,1.23,12.3,"Milwaukee Tools 49-56-0516 7/8"" DIAMOND MAX™ Hole Saw Bit"
RHEE-SP20892,Rheem Manufacturing,36.48,0.93,1.23,1.3,Rheem Cascade Communication Cable Kit with (2) Cascade Communication Cable/(1) 203MW White
SHAR-22186-0000LF,SharkBite,36.6,0.33,1.23,3.7,"SharkBite 22186-0000LF 3/4"" Ball Valve with FNPT Connector - (PTC x FIP)"
SHAR-UR22185,SharkBite,36.6,0.33,1.23,3.7,"SharkBite UR22185 3/4"" SharkBite Max Quarter Turn Ball Valve - (PTC x PTC)"
TOTO-THP3053,Toto,36.45,0.63,1.23,1.9,Toto USA THP3053 - Back-Up Battery for EcoPower TET1LA 1.28 GPF Exposed Flush Valve Toilet
FLUI-PRO45K,Fluidmaster,36.77,0.63,1.24,2.0,Fluidmaster PRO45K PRO Series Toilet Fill Valve Kit
GROH-48.220000,Grohe,36.9,0.52,1.24,2.4,Grohe 48220000 Quick Coupling 1.75 GPM in GROHE CHROME
GVLF-ORINGS-150-E-2,Gruvlok,36.87,0.52,1.24,2.4,Gruvlok 1-1/2 E-Ring GPress f/ SS Prs Fitting
BRIF-125.100-TEE-NL,Legend Valve,36.87,0.6,1.24,2.1,"Legend Valve 310-428NL 1-1/4"" x 1-1/4"" x 1"" - Brass Tee (Reducing)"
VEGA-92080,Viega,36.8,0.17,1.24,7.3,"Viega 92080 1-1/2"" PEX Sweat Adapter (Press x FTG Sweat) - PureFlow® Press (Brass)"
DIAB-DHS2000CT,Diablo,37.17,0.24,1.25,5.2,"Diablo DHS2000CT 2"" Carbide Teeth Hole Saw for Wood and Metal"
LEGE-114-730NL,Legend Valve,37.19,0.3,1.25,4.2,"Legend Valve 114-730NL 5/8"" x 3/8"" x 1/4"" Comp (OD) No Lead Forged Brass 1/4-Turn Ball-Typ"
LEGE-114-731NL,Legend Valve,37.19,0.3,1.25,4.2,"Legend Valve 114-731NL 5/8"" x 3/8"" x 3/8"" Comp (OD) No Lead Forged Brass 1/4-Turn Ball-Typ"
MAXI-058-CAP,MaxiPro,36.95,0.52,1.25,2.4,"MaxiPro MPA5301 0050001 5/8"" ACR Press Fitting - End Cap"
CRBN-075-MA-G,Mueller Streamline,37.2,0.95,1.25,1.3,"Mueller Streamline CP01146G 3/4"" Carbon Steel Press Fittings - Gas - Male Adapter P x MPT"
CRBN-100-90EL-G,Mueller Streamline,36.95,0.95,1.25,1.3,"Mueller Streamline CP02747G 1"" Carbon Steel Press Fittings - Gas - 90 Degree Elbow P x P"
CRBN-100-ST90-G,Mueller Streamline,36.95,0.95,1.25,1.3,"Mueller Streamline CP02847G 1"" Carbon Steel Press Fittings - Gas - 90 Degree Street Elbow "
GAPN-300-6,Mueller Streamline,37.01,0.51,1.25,2.4,"Mueller Streamline 570-060 3"" x 6"" - Galvanized Nipple"
PASC-1869-T,Pasco,37.16,0.38,1.25,3.3,"Pasco 1869-T 4"" Brass Clean Outuntersunk Plug Slotted"
PASC-4338,Pasco,37.04,0.33,1.25,3.8,"Pasco 4338 Pull Plastic Pipe Saw - 12"""
SIOU-660-TS88,Sioux Chief,36.95,0.59,1.25,2.1,Sioux Chief Stub Out MINI-Rester 660-TS88
SIOU-696-1031GF,Sioux Chief,37.23,0.9,1.25,1.4,"Sioux Chief 696-1031GF 3/4"" OxBox Gas Supply Box MIP"
ARRO-PK2006,Arrowhead Brass,37.44,0.15,1.26,8.4,Arrowhead Brass PK2006 Replacement Stem Assembly for 6 420BFP Frost-Proof Hydrant- 10 tota
ARRO-PK6006,Arrowhead Brass,37.44,0.15,1.26,8.4,Arrowhead Brass PK6006 Arrow-Breaker Frost-Proof Stem Assembly for 6 410 and 460 Series- 1
MILW-48-32-4010,Milwaukee Tools,37.5,1.11,1.26,1.1,Milwaukee Tools 48-32-4010 54 Piece SHOCKWAVE™ Impact Duty Driver Bit Set
CRBN-100.075-CPL-G,Mueller Streamline,37.3,0.95,1.26,1.3,"Mueller Streamline CP01049G 1"" x 3/4"" Carbon Steel Press Fittings - Gas - Coupling P x P"
VEGA-94038,Viega,37.53,0.17,1.26,7.4,"Viega 94038 1"" x 3/4"" x 1/2"" PEX Reducing Tee (Press) - PureFlow® Press (Brass)"
BRAS-CR1901LRX-C1,BrassCraft,37.77,0.35,1.27,3.6,"BrassCraft CR1901LRX C1 1/2"" x 3/8"" x 3/8"" Dual Angle Stop - Comp, Chrome"
DEAR-814A-1,Dearborn,37.74,0.96,1.27,1.3,"Dearborn® 814A-1 1-1/2"" x 6"" Branch Tailpiece, Hose & Clamp - Budget Ga."
LEGE-114-630NL,Legend Valve,37.59,0.3,1.27,4.2,"Legend Valve 114-630NL 5/8"" x 3/8"" x 1/4"" Comp (OD) No Lead Forged Brass 1/4-Turn Ball-Typ"
LEGE-114-631NL,Legend Valve,37.59,0.3,1.27,4.2,"Legend Valve 114-631NL 5/8"" x 3/8"" x 3/8"" Comp (OD) No Lead Forged Brass 1/4-Turn Ball-Typ"
LEGE-302-304NL,Legend Valve,37.58,0.39,1.27,3.2,"Legend Valve 302-304NL 3/4"" - Sweat x Sweat, No Lead Cast Brass by Copper Sweat x Sweat La"
MILW-48-22-2183,Milwaukee Tools,37.66,0.73,1.27,1.7,Milwaukee Tools 48-22-2183 2 Piece 17-Key Folding Hex Key Sets - SAE/Metric
CFCB-100.075.075-TEE,Mueller Streamline,37.79,0.22,1.27,5.8,"Mueller Streamline W 04056R 1"" x 3/4"" x 3/4"" Copper Fittings - Cleaned & Bagged - Tee C x "
HONE-CA100A116,Resideo,37.55,0.61,1.27,2.1,Resideo CA100A116 Replacement cartridge for old style V100
HONE-T3019DAW0NA,Resideo,37.81,0.61,1.27,2.1,Resideo T3019DAW0NA Thermostatic Head for Danfoss RA Valves
VEGA-92560,Viega,37.81,0.17,1.27,7.5,"Viega 1"" PEX 90° Elbow (Press) - PureFlow® Press (Brass) 92560"
GROH-07.551EN0,Grohe,37.89,0.52,1.28,2.5,"Grohe 07551EN0 6"" Escutcheon in GROHE BRUSHED NICKEL"
LEGE-462-769NL,Legend Valve,37.98,0.05,1.28,25.6,"Legend Valve 462-769NL 1-1/2"" PEX Male Adapter (Expansion(F1960) x MIP) - Brass"
MAXI-075.058-BSH,MaxiPro,38.01,0.52,1.28,2.5,"MaxiPro MPA5243 0060501 3/4"" x 5/8"" ACR Press Fitting - Fitting Reducer"
MAXI-078-ST90,MaxiPro,38.01,0.52,1.28,2.5,"MaxiPro MPA5001 0070001 7/8"" ACR Press Fitting - Elbow - 90° (Street)"
MILW-48-20-9057,Milwaukee Tools,37.88,0.87,1.28,1.5,Milwaukee Tools 48-20-9057 7 Piece SHOCKWAVE™ Impact Duty Carbide Hammer Drill Bit Set
COPF-150-LT90-C,Mueller Streamline,38.13,0.56,1.28,2.3,"Mueller Streamline W 02063 1-1/2"" Copper Sweat Fittings - 90 Degree Long Turn Elbow C x C"
PRIE-P-231-0512,"PRIER Products, Inc.",37.84,0.15,1.28,8.5,"PRIER Products P-231-0512 Stem Assembly - Style E-BFP - 12"" for P-164"
HONE-VCZZ1100/U,Resideo,37.89,0.4,1.28,3.2,Resideo VCZZ1100/U VCZZ1100 VC series replacement cartridge
SHAR-UXLG03,SharkBite,37.96,0.33,1.28,3.9,SharkBite UXLG03 Depth Gauge/Deburr Tool
SIOU-245-12832C04,Sioux Chief,37.91,0.89,1.28,1.4,Sioux Chief 245-12832C04 Probrite Sink Strainer Cast Brass Body
VEGA-79440,Viega,38.07,0.8,1.28,1.6,"Viega 79440 3/4"" x 1/2"" - (FTG (CTS)-FPT) - Fitting Female Adapter (FTG), ProPress®"
ARRO-PK2008,Arrowhead Brass,38.34,0.15,1.29,8.6,Arrowhead Brass PK2008 Replacement Stem Assembly for 8 420BFP Frost-Proof Hydrant- 12 tota
ARRO-PK6008,Arrowhead Brass,38.34,0.15,1.29,8.6,Arrowhead Brass PK6008 Arrow-Breaker Frost-Proof Stem Assembly for 8 410 and 460 Series- 1
ARRO-PK7008,Arrowhead Brass,38.34,0.15,1.29,8.6,"Arrowhead Brass PK7008 Replacement Stem for 470 FreezeProof- 8"""
DIAB-DHS1000DG,Diablo,38.34,0.73,1.29,1.8,"Diablo DHS1000DG 1"" Diamond-Grit Hole Saw"
HLNK-EX27135NL,HeatLink,38.36,0.05,1.29,25.9,"HeatLink EX27135NL 1-1/4"" PEX Sweat Adapter (Expansion(F1960) x FTG Sweat) - Brass"
SSTF-200.100-BSH,Legend Valve,38.37,0.6,1.29,2.2,"Legend Valve 404-500 2"" x 1"" - 304 Stainless Steel Hex Bushing - FNPT x MNPT"
MILW-48-00-5273,Milwaukee Tools,38.4,0.35,1.29,3.7,"Milwaukee Tools 48-00-5273 12"" WRECKER™ with NITRUS™ Carbide SAWZALL® Blade for Multi-Mate"
MILW-48-22-2921,Milwaukee Tools,38.28,0.73,1.29,1.8,Milwaukee Tools 48-22-2921 Multi-Nut Driver W/ SHOCKWAVE Impact Duty™ Magnetic Nut Drivers
SIOU-245-52100C04,Sioux Chief,38.22,0.36,1.29,3.6,Sioux Chief 245-52100C04 Deep Cup Junior Strainer Chrome
VEGA-92545,Viega,38.36,0.17,1.29,7.6,"Viega 92545 3/4"" x 1"" PEX 90° Elbow (Press) - PureFlow® Press (Brass)"
PVCF-075-CPL-SCH80,Charlotte Pipe,38.55,0.52,1.3,2.5,"Charlotte Pipe PVC-08100-1200 3/4"" PVC SCH80 Coupling - Socket x Socket"
DIAB-DHS2250CT,Diablo,38.56,0.73,1.3,1.8,"Diablo DHS2250CT 2-1/4"" Carbide Teeth Hole Saw for Wood and Metal"
DIAB-DS0606CWS3,Diablo,38.59,0.35,1.3,3.7,"Diablo DS0606CWS3 6"" 5/7 TPI Demo Demon™ Carbide Teeth Reciprocating Saw Blades for Nail-E"
MAXI-118-CPL,MaxiPro,38.71,0.52,1.3,2.5,"MaxiPro MPA5270 0090001 1-1/8"" ACR Press Fitting - Coupling"
MILW-49-25-1103,Milwaukee Tools,38.61,0.73,1.3,1.8,"Milwaukee Tools 49-25-1103 1-3/8"" High Carbon Steel Wood Universal Fit Oscillating Multi-T"
MILW-49-56-9647,Milwaukee Tools,38.54,0.49,1.3,2.7,"Milwaukee Tools 49-56-9647 4-1/4"" HOLE DOZER™ Bi-Metal Hole Saw"
MPEX-4612015,MrPEX Systems,38.47,0.05,1.3,25.9,"MrPEX Systems 4612015 2"" x 1-1/2"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
GAIF-250.200-CPL-G,Mueller Streamline,38.61,0.84,1.3,1.5,"Mueller Streamline 511-398 2-1/2"" x 2"" - Galvanized Reducing Coupling"
SHAR-UXL0135,SharkBite,38.45,0.33,1.3,3.9,SharkBite UXL0135 1-1/4'' SharkBite Coupling - (PTC x PTC)
SIOU-641WG444,Sioux Chief,38.55,0.05,1.3,26.0,"Sioux Chief 641WG444 1"" PEX F1960 Tee Brass"
ASRP-028610-0070A,American Standard,38.85,0.52,1.31,2.5,American Standard 028610-0070A Cartridge Lav/Kit Amarilis Blisterpack
DURA-0050900000,Duravit,39.0,0.63,1.31,2.1,"Duravit 0050900000 Noise Reduction Gasket, Toilet Part"
LEGE-303-107,Legend Valve,38.85,0.09,1.31,14.5,"Legend Valve 303-107 1-1/2"" - Comp (IPS) x Comp (IPS), Galvanized Steel Compression Coupli"
MILW-48-39-0630,Milwaukee Tools,38.78,0.41,1.31,3.2,"Milwaukee Tools 48-39-0630 30-9/16"" 8/10 TPI Extreme Metal Compact Band Saw Blade for Thic"
MILW-48-39-0631,Milwaukee Tools,38.78,0.41,1.31,3.2,"Milwaukee Tools 48-39-0631 30-9/16"" 12/14 TPI Extreme Metal Compact Band Saw Blade for Thi"
MOEN-100657,Moen,38.73,0.52,1.31,2.5,Moen Handle kit Chrome 100657
PASC-2924,Pasco,38.91,1.15,1.31,1.1,Pasco 2924 1-1/4 CWT-1 IPS Brass Comp Coupling Long
REED-94430,REED Manufacturing,38.92,0.4,1.31,3.3,REED DEB4 Replacement Blade
SHAR-UIP4020A,SharkBite,38.88,0.33,1.31,4.0,"SharkBite UIP4020 1"" SharkBite PVC Transition Coupling"
DIAB-DHS4250,Diablo,39.05,0.49,1.32,2.7,"Diablo DHS4250 4-1/4"" Bi-Metal Hole Saw"
SSTN-075-12,Legend Valve,39.21,1.0,1.32,1.3,"Legend Valve 304-096 3/4"" X 12"" - 304 Stainless Steel Pipe Nipple, Schedule 40 - MNPT x MN"
MAXI-118.058-BSH,MaxiPro,39.03,0.52,1.32,2.5,"MaxiPro MPA5243 0090501 1-1/8"" x 5/8"" ACR Press Fitting - Fitting Reducer"
TOTO-THU146-CP,Toto,39.06,0.63,1.32,2.1,Toto THU146#CP Trip Lever for ST733 - Chrome Plated
VEGA-97580,Viega,39.11,0.17,1.32,7.8,"Viega 97580 1-1/2"" PEX Sweat Adapter (Proflow Press x FTG Sweat) - PureFlow® Press (Brass)"
PVCF-075-FA-SCH80,Charlotte Pipe,39.6,0.52,1.33,2.6,"Charlotte Pipe PVC-08101-1200 3/4"" PVC SCH80 Female Adapter - Socket x FPT"
GEBE-241.670.00.1,Geberit,39.38,0.63,1.33,2.1,"Geberit 241.670.00.1 - Type 380, Nipple for Concealed Toilet Tank Filling Valve"
MAXI-058-90EL,MaxiPro,39.57,0.52,1.33,2.6,"MaxiPro MPA5002 0050001 5/8"" ACR Press Fitting - Elbow - 90°"
SHAR-100-TEE-LF,SharkBite,39.33,0.64,1.33,2.1,SharkBite U374LF 1 In. Tee Lead Free
SHAR-100.075-TEE-LF,SharkBite,39.33,0.33,1.33,4.0,SharkBite U416LF 1 In. x 1 In. x 3/4 In. Tee Lead Free
SHAR-UR374A,SharkBite,39.33,0.33,1.33,4.0,"SharkBite UR374 1"" SharkBite Max Tee"
SHAR-UR416A,SharkBite,39.33,0.33,1.33,4.0,"SharkBite UR416 1"" x 1"" x 3/4"" SharkBite Max Reducing Tee"
SIOU-633-G3TM15,Sioux Chief,39.34,0.52,1.33,2.5,"Sioux Chief 633-G3TM15 15"" Water Heater Connector for Expansion Tank"
CHEM-200-SANT,Charlotte Pipe,39.84,0.52,1.34,2.6,"Charlotte Pipe AW-00400-0020C 2"" Sanitary Tee All Hub CPVC Chemical Drainage Fitting"
CHEM-200-ST90,Charlotte Pipe,39.88,0.52,1.34,2.6,"Charlotte Pipe AW-00302-0020C 2"" 90 Deg Street Elbow Spigot x Hub CPVC Chemical Drainage F"
CHEM-200.150.150-SANT,Charlotte Pipe,39.73,0.52,1.34,2.6,"Charlotte Pipe AW-00401-0241C 2"" x 1-1/2"" x 1-1/2"" Reducing Sanitary Tee All Hub CPVC Chem"
PDWV-600CAP-P,Charlotte Pipe,39.77,0.81,1.34,1.7,"Charlotte Pipe PVC-00116-1400 6"" PVC DWV Cap - Socket"
PVCF-100-CPL-SCH80,Charlotte Pipe,39.83,0.52,1.34,2.6,"Charlotte Pipe PVC-08100-1400 1"" PVC SCH80 Coupling - Socket x Socket"
HONE-V2040DSL20,Resideo,39.62,0.61,1.34,2.2,Resideo V2040DSL20 Straight Pattern 3/4 in Thermostatic Radiator Valve
SIOU-240-0153C04,Sioux Chief,39.67,0.64,1.34,2.1,"Sioux Chief 240-0153C04 1-1/4"" P-Trap 17Ga Chrome"
ZURN-G66699,Zurn,39.7,1.2,1.34,1.1,"Zurn G66699 (P)-17M'AERATOR,1.5GPM,PCA,VR,JR.13/16-27MALE,NEOPERL B9.279"
CHER-303143,Cherne,40.09,0.5,1.35,2.7,Cherne® 303143 Clog-Buster™ Drain Flusher 4 - 6 in. MS
MILW-48-22-1425,Milwaukee Tools,40.19,0.73,1.35,1.9,Milwaukee Tools 48-22-1425 25ft STUD™ Tape Measure
MILW-48-39-0611,Milwaukee Tools,40.08,0.41,1.35,3.3,"Milwaukee Tools 48-39-0611 44-7/8"" Extreme Thin Metal Deep Cut Band Saw Blade (3 Pack)"
MOUN-MT605A,Mountain Plumbing Products,39.97,0.88,1.35,1.5,Mountain Plumbing Products MT605A Select Series Shower Drains - Drain Body - ABS Rough - N
VEGA-25240,Viega,40.16,0.66,1.35,2.1,"Viega 25240 1""x1"" - (P-P) - 45 Deg Elbow, MegaPress®"
DEAR-763-1,Dearborn,40.3,0.96,1.36,1.4,"Dearborn® 763-1 1-1/4"" x 5"" Patent Overflow Plug Ind. Boxed 2 Pc. - 20 Ga."
DIAB-DOU350RBGP,Diablo,40.41,0.73,1.36,1.9,"Diablo DOU350RBGP 3-1/2"" Demo Demon™ Universal Fit Bi-Metal Oscillating Blade for General "
GAPN-400-4,Mueller Streamline,40.28,0.51,1.36,2.7,"Mueller Streamline 571-040 4"" x 4"" - Galvanized Nipple"
VEGA-79700,Viega,40.48,0.8,1.36,1.7,"Viega 79700 1/2"" x 1/2"" - (P-FPT) - Union, ProPress®"
INSL-412CT,Armacell,40.56,0.25,1.37,5.5,"Armacell 6IL048448 4-1/2"" x 1/2"" wall, Elastomeric Pipe Insulation with a flexible lap sea"
DIVE-5-SCR82,DiversiTech,40.61,0.15,1.37,9.1,"DiversiTech 5-SCR82 Sheet Metal Screw 8 x 2 Taper Point, pack of 350"
HONE-Q373A2115/U,Resideo,40.52,0.2,1.37,6.8,"Resideo Q373A2115/U Pilot Burner for Natural Gas includes a BCR-18 Orifice, Left Single Ti"
VEGA-77032,Viega,40.59,0.8,1.37,1.7,"Viega 77032 1-1/4"" x 1-1/4"" - (P-P) - 90 Deg Elbow, ProPress®"
VEGA-77033,Viega,40.52,0.8,1.37,1.7,"Viega 77033 1-1/4"" x 1-1/4"" - (P-P) - 45 Deg Elbow, ProPress®"
VEGA-77063,Viega,40.55,0.8,1.37,1.7,"Viega 77063 1-1/4"" x 1-1/4"" - (P-FTG(CTS)) - 45 Deg Elbow (Street), ProPress®"
IPSC-14016,Weld-On,40.66,1.21,1.37,1.1,"Weld-On 14016 782 PVC Plumbing Solvent Cement, Clear, Low VOC, High Strength, Heavy Bodied"
IPSC-14021,Weld-On,40.66,1.21,1.37,1.1,"Weld-On 14021 782 PVC Plumbing Solvent Cement, Gray, Low VOC, High Strength, Heavy Bodied,"
DIAB-DHS4500,Diablo,40.84,0.49,1.38,2.8,"Diablo DHS4500 4-1/2"" Bi-Metal Hole Saw"
MPEX-3052061,MrPEX Systems,41.01,0.05,1.38,27.6,"MrPEX Systems 3052061 6-Port PEX Flow Through Manifold Tee - 1"" Expansion Inlet, 3/4""Expan"
MPEX-4612020,MrPEX Systems,40.88,0.05,1.38,27.6,"MrPEX Systems 4612020 2"" PEX Coupling (Expansion(F1960)) - Composite"
VEGA-79240,Viega,40.94,0.5,1.38,2.8,"Viega 79240 1"" x 3/4"" - (P-MPT) - Male Adapter, ProPress®"
ARRO-PK2004SP,Arrowhead Brass,41.14,0.15,1.39,9.2,Arrowhead Brass PK2004SP Replacement Stem Assembly for 4 420BFP Frost-Proof Hydrant- 8 1/4
PVCF-125.075-BSH-SCH80,Charlotte Pipe,41.1,0.52,1.39,2.7,"Charlotte Pipe PVC-08107-2000 1-1/4"" x 3/4"" PVC SCH80 Bushing - Spigot x Socket"
PVCF-125.100-BSH-SCH80,Charlotte Pipe,41.1,0.52,1.39,2.7,"Charlotte Pipe PVC-08107-2200 1-1/4"" x 1"" PVC SCH80 Bushing - Spigot x Socket"
DEAR-704GBN-1,Dearborn,41.38,0.64,1.39,2.2,Dearborn® 704GBN-1 1-1/2 in. P-Trap - 17 Ga. w/ Ground Joint & Brass Nuts
DIAB-DHS2500CT,Diablo,41.16,0.24,1.39,5.8,"Diablo DHS2500CT 2-1/2"" Carbide Teeth Hole Saw for Wood and Metal"
MAXI-075-45EL,MaxiPro,41.16,0.52,1.39,2.7,"MaxiPro MPA5041 0060001 3/4"" ACR Press Fitting - Elbow - 45°"
MAXI-118.075-BSH,MaxiPro,41.16,0.52,1.39,2.7,"MaxiPro MPA5243 0090601 1-1/8"" x 3/4"" ACR Press Fitting - Fitting Reducer"
MILL-71028,Mill Rose,41.34,0.18,1.39,7.7,Mill Rose 71028 32 oz ARCTIC ARMOR SPRAY GEL
MILW-48-28-2020,Milwaukee Tools,41.1,0.6,1.39,2.3,"Milwaukee Tools 48-28-2020 12"" x 3/8"" Universal QUIK-LOK™ Extension"
MILW-49-10-9005,Milwaukee Tools,41.12,0.73,1.39,1.9,Milwaukee Tools 49-10-9005 3 Piece Multi-Material Universal Fit Oscillating Multi-Tool Bla
