Handle,Command,Title,Body HTML,Vendor,Type,Tags,Status,Published,SEO Description,Variant Command,Variant SKU,Variant Price,Variant Barcode,Variant Weight,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Policy,Variant Requires Shipping,Variant Taxable,Variant Country of Origin
resideo-amx102-up-1lf-u-amx-lead-free-mixing-valve-1-in-press,NEW,"Resideo AMX102-UP-1LF/U AMX Lead Free Mixing Valve, 1 in Press","<p>AMX lead free mixing valve, 1 in, with press connections.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AMX102-UP-1LF/U</li><li><strong>Size:</strong> 1 in</li><li><strong>Connection:</strong> Press</li><li><strong>Compliance:</strong> Lead free</li><li><strong>UPC:</strong> 194159014497</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Water Heater Tank Mixers</li></ul>",Resideo,Water Heater Tank Mixers,"Resideo, Water Heater Tank Mixers, map-import-2609",Draft,FALSE,"AMX lead free mixing valve, 1 in, with press connections.",MERGE,HONE-AMX102-UP-1LF/U,331.74,194159014497,3.8,lb,shopify,deny,TRUE,TRUE,MX
resideo-amx102-us-1lf-u-amx-lead-free-mixing-valve-1-in-sweat-union-90130f,NEW,"Resideo AMX102-US-1LF/U AMX Lead Free Mixing Valve, 1 in Sweat Union, 90–130°F","<p>AMX lead free mixing valve, 1 in, with sweat union connections and a 90–130°F range.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AMX102-US-1LF/U</li><li><strong>Size:</strong> 1 in</li><li><strong>Connection:</strong> Sweat Union</li><li><strong>Temperature Range:</strong> 90–130°F</li><li><strong>Compliance:</strong> Lead free</li><li><strong>UPC:</strong> 085267338110</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Water Heater Tank Mixers</li></ul>",Resideo,Water Heater Tank Mixers,"Resideo, Water Heater Tank Mixers, map-import-2609",Draft,FALSE,"AMX lead free mixing valve, 1 in, with sweat union connections and a 90–130°F range.",MERGE,HONE-AMX102-US-1LF/U,299.64,085267338110,3.8,lb,shopify,deny,TRUE,TRUE,MX
resideo-amx102-ut-1lf-u-amx-lead-free-mixing-valve-1-in-npt-union-90130f,NEW,"Resideo AMX102-UT-1LF/U AMX Lead Free Mixing Valve, 1 in NPT Union, 90–130°F","<p>AMX lead free mixing valve, 1 in, with NPT union connections and a 90–130°F range.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AMX102-UT-1LF/U</li><li><strong>Size:</strong> 1 in</li><li><strong>Connection:</strong> NPT Union</li><li><strong>Temperature Range:</strong> 90–130°F</li><li><strong>Compliance:</strong> Lead free</li><li><strong>UPC:</strong> 085267338127</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Water Heater Tank Mixers</li></ul>",Resideo,Water Heater Tank Mixers,"Resideo, Water Heater Tank Mixers, map-import-2609",Draft,FALSE,"AMX lead free mixing valve, 1 in, with NPT union connections and a 90–130°F range.",MERGE,HONE-AMX102-UT-1LF/U,328.00,085267338127,4.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-amx300lf-u-amx300-lead-free-replacement-mixing-valve-3-4-in-for-amx300t-and-amx302t-kits,NEW,"Resideo AMX300LF/U AMX300 Lead Free Replacement Mixing Valve, 3/4 in, for AMX300T and AMX302T Kits",<p>Lead free AMX300 3/4 in replacement mixing valve for use with AMX300T and AMX302T kits.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AMX300LF/U</li><li><strong>Size:</strong> 3/4 in</li><li><strong>Fits:</strong> AMX300T and AMX302T kits</li><li><strong>Compliance:</strong> Lead free</li><li><strong>UPC:</strong> 085267973182</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Water Heater Tank Mixers</li></ul>,Resideo,Water Heater Tank Mixers,"Resideo, Water Heater Tank Mixers, map-import-2609",Draft,FALSE,Lead free AMX300 3/4 in replacement mixing valve for use with AMX300T and AMX302T kits.,MERGE,HONE-AMX300LF/U,192.00,085267973182,3.0,lb,shopify,deny,TRUE,TRUE,MX
resideo-ant4010-u-external-antenna,NEW,Resideo ANT4010/U External Antenna,<p>External antenna.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ANT4010/U</li><li><strong>UPC:</strong> 194159019713</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Thermostat Accessories</li></ul>,Resideo,Thermostat Accessories,"Resideo, Thermostat Accessories, map-import-2609, revisar-cadastro",Draft,FALSE,External antenna.,MERGE,HONE-ANT4010/U,73.81,194159019713,0.7,lb,shopify,deny,TRUE,TRUE,CN
resideo-ap400-u-air-purger-1-in-125-psi-max-275f-max,NEW,"Resideo AP400/U Air Purger, 1 in, 125 psi Max, 275°F Max","<p>1 in air purger with 1/2 in bottom connection and 1/8 in top connection, rated 125 psi maximum and 275°F maximum.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AP400/U</li><li><strong>Size:</strong> 1 in</li><li><strong>Bottom Connection:</strong> 1/2 in</li><li><strong>Top Connection:</strong> 1/8 in</li><li><strong>Max Pressure:</strong> 125 psi</li><li><strong>Max Temperature:</strong> 275°F</li><li><strong>UPC:</strong> 085267825634</li><li><strong>Country of Origin:</strong> IN</li><li><strong>Category:</strong> Air Separators</li></ul>",Resideo,Air Separators,"Resideo, Air Separators, map-import-2609, revisar-cadastro",Draft,FALSE,"1 in air purger with 1/2 in bottom connection and 1/8 in top connection, rated 125 psi maximum and 275°F maximum.",MERGE,HONE-AP400/U,67.26,085267825634,4.6,lb,shopify,deny,TRUE,TRUE,IN
resideo-ap401-u-air-purger-1-1-4-in-125-psi-max-275f-max,NEW,"Resideo AP401/U Air Purger, 1-1/4 in, 125 psi Max, 275°F Max","<p>1-1/4 in air purger with 1/2 in bottom connection and 1/8 in top connection, rated 125 psi maximum and 275°F maximum.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AP401/U</li><li><strong>Size:</strong> 1-1/4 in</li><li><strong>Bottom Connection:</strong> 1/2 in</li><li><strong>Top Connection:</strong> 1/8 in</li><li><strong>Max Pressure:</strong> 125 psi</li><li><strong>Max Temperature:</strong> 275°F</li><li><strong>UPC:</strong> 085267825641</li><li><strong>Country of Origin:</strong> IN</li><li><strong>Category:</strong> Air Separators</li></ul>",Resideo,Air Separators,"Resideo, Air Separators, map-import-2609",Draft,FALSE,"1-1/4 in air purger with 1/2 in bottom connection and 1/8 in top connection, rated 125 psi maximum and 275°F maximum.",MERGE,HONE-AP401/U,79.71,085267825641,4.1,lb,shopify,deny,TRUE,TRUE,IN
resideo-ap402-u-air-purger-1-1-2-in-125-psi-max-275f-max,NEW,"Resideo AP402/U Air Purger, 1-1/2 in, 125 psi Max, 275°F Max","<p>1-1/2 in air purger with 1/2 in bottom connection and 1/8 in top connection, rated 125 psi maximum and 275°F maximum.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AP402/U</li><li><strong>Size:</strong> 1-1/2 in</li><li><strong>Bottom Connection:</strong> 1/2 in</li><li><strong>Top Connection:</strong> 1/8 in</li><li><strong>Max Pressure:</strong> 125 psi</li><li><strong>Max Temperature:</strong> 275°F</li><li><strong>UPC:</strong> 085267825658</li><li><strong>Country of Origin:</strong> IN</li><li><strong>Category:</strong> Air Separators</li></ul>",Resideo,Air Separators,"Resideo, Air Separators, map-import-2609",Draft,FALSE,"1-1/2 in air purger with 1/2 in bottom connection and 1/8 in top connection, rated 125 psi maximum and 275°F maximum.",MERGE,HONE-AP402/U,123.43,085267825658,8.4,lb,shopify,deny,TRUE,TRUE,IN
resideo-ap5027-30-u-differential-pressure-switch-0-0512-0-in-wc-spdt,NEW,"Resideo AP5027-30/U Differential Pressure Switch, 0.05–12.0 in WC, SPDT","<p>Differential switch with 0.05–12.0 in WC setpoint range, SPDT, with integral compression fittings.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AP5027-30/U</li><li><strong>Setpoint Range:</strong> 0.05–12.0 in WC</li><li><strong>Contact:</strong> SPDT</li><li><strong>Fittings:</strong> Integral compression</li><li><strong>UPC:</strong> 085267225205</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Pressure Switches</li></ul>",Resideo,Pressure Switches,"Resideo, Pressure Switches, map-import-2609",Draft,FALSE,"Differential switch with 0.05–12.0 in WC setpoint range, SPDT, with integral compression fittings.",MERGE,HONE-AP5027-30/U,194.60,085267225205,1.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-ap5210-30-u-differential-pressure-switch-0-3012-0-in-wc-spnc-manual-reset,NEW,"Resideo AP5210-30/U Differential Pressure Switch, 0.30–12.0 in WC, SPNC, Manual Reset","<p>Manual reset differential switch with 0.30–12.0 in WC setpoint range, SPNC, with integral compression fittings.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AP5210-30/U</li><li><strong>Setpoint Range:</strong> 0.30–12.0 in WC</li><li><strong>Contact:</strong> SPNC</li><li><strong>Reset:</strong> Manual</li><li><strong>Fittings:</strong> Integral compression</li><li><strong>UPC:</strong> 085267225366</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Pressure Switches</li></ul>",Resideo,Pressure Switches,"Resideo, Pressure Switches, map-import-2609",Draft,FALSE,"Manual reset differential switch with 0.30–12.0 in WC setpoint range, SPNC, with integral compression fittings.",MERGE,HONE-AP5210-30/U,253.69,085267225366,1.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-aq25042b-u-aquatrol-hydronic-zone-control-panel-with-dhw-priority-4-zones,NEW,"Resideo AQ25042B/U Aquatrol Hydronic Zone Control Panel with DHW Priority, 4 Zones",<p>Aquatrol hydronic zone control panel with domestic hot water (DHW) priority that controls 4 zones of pumps or 2-wire valves.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AQ25042B/U</li><li><strong>Zones:</strong> 4</li><li><strong>Controls:</strong> Pumps or 2-wire valves</li><li><strong>Feature:</strong> DHW priority</li><li><strong>UPC:</strong> 085267748919</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Switching Relays</li></ul>,Resideo,Switching Relays,"Resideo, Switching Relays, map-import-2609, revisar-cadastro",Draft,FALSE,Aquatrol hydronic zone control panel with domestic hot water (DHW) priority that controls 4 zones of pumps or 2-wire valves.,MERGE,HONE-AQ25042B/U,432.04,085267748919,7.2,lb,shopify,deny,TRUE,TRUE,CN
resideo-aq25542b-u-aquatrol-zoning-expansion-panel-adds-4-pump-zones,NEW,"Resideo AQ25542B/U Aquatrol Zoning Expansion Panel, Adds 4 Pump Zones",<p>Zoning expansion panel for the Aquatrol hydronic zone system that adds 4 zones of pumps.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AQ25542B/U</li><li><strong>Zones Added:</strong> 4</li><li><strong>Controls:</strong> Pumps</li><li><strong>Works With:</strong> Aquatrol hydronic zone system</li><li><strong>UPC:</strong> 085267589116</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Switching Relays</li></ul>,Resideo,Switching Relays,"Resideo, Switching Relays, map-import-2609, revisar-cadastro",Draft,FALSE,Zoning expansion panel for the Aquatrol hydronic zone system that adds 4 zones of pumps.,MERGE,HONE-AQ25542B/U,252.34,085267589116,3.6,lb,shopify,deny,TRUE,TRUE,CN
resideo-ard16tz-u-truezone-automatic-round-damper-16-in-normally-open,NEW,"Resideo ARD16TZ/U TrueZONE Automatic Round Damper, 16 in, Normally Open","<p>TrueZONE 16 in automatic round damper, normally open.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ARD16TZ/U</li><li><strong>Size:</strong> 16 in round</li><li><strong>Position:</strong> Normally open</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267644846</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609, revisar-cadastro",Draft,FALSE,"TrueZONE 16 in automatic round damper, normally open.",MERGE,HONE-ARD16TZ/U,241.91,085267644846,13.0,lb,shopify,deny,TRUE,TRUE,MX
resideo-ard20tz-u-truezone-automatic-round-damper-20-in-normally-open,NEW,"Resideo ARD20TZ/U TrueZONE Automatic Round Damper, 20 in, Normally Open","<p>TrueZONE 20 in automatic round damper, normally open.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ARD20TZ/U</li><li><strong>Size:</strong> 20 in round</li><li><strong>Position:</strong> Normally open</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267752756</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609, revisar-cadastro",Draft,FALSE,"TrueZONE 20 in automatic round damper, normally open.",MERGE,HONE-ARD20TZ/U,279.74,085267752756,23.0,lb,shopify,deny,TRUE,TRUE,MX
resideo-ard8tz-u-truezone-automatic-round-damper-8-in-normally-open,NEW,"Resideo ARD8TZ/U TrueZONE Automatic Round Damper, 8 in, Normally Open","<p>TrueZONE 8 in automatic round damper, normally open.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ARD8TZ/U</li><li><strong>Size:</strong> 8 in round</li><li><strong>Position:</strong> Normally open</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267968621</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609, revisar-cadastro",Draft,FALSE,"TrueZONE 8 in automatic round damper, normally open.",MERGE,HONE-ARD8TZ/U,172.91,085267968621,4.0,lb,shopify,deny,TRUE,TRUE,MX
resideo-ard9tz-u-truezone-automatic-round-damper-9-in-normally-open,NEW,"Resideo ARD9TZ/U TrueZONE Automatic Round Damper, 9 in, Normally Open","<p>TrueZONE 9 in automatic round damper, normally open.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ARD9TZ/U</li><li><strong>Size:</strong> 9 in round</li><li><strong>Position:</strong> Normally open</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267106818</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609, revisar-cadastro",Draft,FALSE,"TrueZONE 9 in automatic round damper, normally open.",MERGE,HONE-ARD9TZ/U,176.46,085267106818,5.0,lb,shopify,deny,TRUE,TRUE,MX
resideo-as06-1-2c-replacement-filter-sieve-50-micron,NEW,"Resideo AS06-1/2C Replacement Filter Sieve, 50 Micron",<p>Replacement filter sieve with a 50 micron rating.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AS06-1/2C</li><li><strong>Filter Rating:</strong> 50 micron</li><li><strong>UPC:</strong> 4019837049096</li><li><strong>Country of Origin:</strong> DE</li><li><strong>Category:</strong> Water Filters</li></ul>,Resideo,Water Filters,"Resideo, Water Filters, map-import-2609, revisar-cadastro",Draft,FALSE,Replacement filter sieve with a 50 micron rating.,MERGE,HONE-AS06-1/2C,57.53,4019837049096,0.2,lb,shopify,deny,TRUE,TRUE,DE
resideo-as06-1a-replacement-filter-sieve-100-micron,NEW,"Resideo AS06-1A Replacement Filter Sieve, 100 Micron",<p>Replacement filter sieve with a 100 micron rating.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AS06-1A</li><li><strong>Filter Rating:</strong> 100 micron</li><li><strong>UPC:</strong> 4019837040871</li><li><strong>Country of Origin:</strong> DE</li><li><strong>Category:</strong> Water Filters</li></ul>,Resideo,Water Filters,"Resideo, Water Filters, map-import-2609, revisar-cadastro",Draft,FALSE,Replacement filter sieve with a 100 micron rating.,MERGE,HONE-AS06-1A,17.81,4019837040871,0.3,lb,shopify,deny,TRUE,TRUE,DE
resideo-as06-1c-replacement-filter-sieve-50-micron,NEW,"Resideo AS06-1C Replacement Filter Sieve, 50 Micron",<p>Replacement filter sieve with a 50 micron rating.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AS06-1C</li><li><strong>Filter Rating:</strong> 50 micron</li><li><strong>UPC:</strong> 4019837049102</li><li><strong>Country of Origin:</strong> DE</li><li><strong>Category:</strong> Water Filters</li></ul>,Resideo,Water Filters,"Resideo, Water Filters, map-import-2609, revisar-cadastro",Draft,FALSE,Replacement filter sieve with a 50 micron rating.,MERGE,HONE-AS06-1C,62.59,4019837049102,0.3,lb,shopify,deny,TRUE,TRUE,DE
resideo-at120a1004-u-transformer-120-208-240-v-universal-mounting,NEW,"Resideo AT120A1004/U Transformer, 120/208/240 V, Universal Mounting","<p>Transformer rated 120/208/240 V with universal mounting for plate, foot or knockout installation.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT120A1004/U</li><li><strong>Voltage:</strong> 120/208/240 V</li><li><strong>Mounting:</strong> Universal (plate, foot or knockout)</li><li><strong>UPC:</strong> 085267034906</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Transformers</li></ul>",Resideo,Transformers,"Resideo, Transformers, map-import-2609, revisar-cadastro",Draft,FALSE,"Transformer rated 120/208/240 V with universal mounting for plate, foot or knockout installation.",MERGE,HONE-AT120A1004/U,34.29,085267034906,1.5,lb,shopify,deny,TRUE,TRUE,CN
resideo-at140a1000-u-transformer-120-v-universal-mounting,NEW,"Resideo AT140A1000/U Transformer, 120 V, Universal Mounting","<p>Transformer rated 120 V with universal mounting for plate, foot or knockout installation.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT140A1000/U</li><li><strong>Voltage:</strong> 120 V</li><li><strong>Mounting:</strong> Universal (plate, foot or knockout)</li><li><strong>UPC:</strong> 085267034999</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Transformers</li></ul>",Resideo,Transformers,"Resideo, Transformers, map-import-2609, revisar-cadastro",Draft,FALSE,"Transformer rated 120 V with universal mounting for plate, foot or knockout installation.",MERGE,HONE-AT140A1000/U,28.41,085267034999,1.9,lb,shopify,deny,TRUE,TRUE,CN
resideo-at140a1018-u-transformer-120-208-240-v-universal-mounting,NEW,"Resideo AT140A1018/U Transformer, 120/208/240 V, Universal Mounting","<p>Transformer rated 120/208/240 V with universal mounting for plate, foot or knockout installation.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT140A1018/U</li><li><strong>Voltage:</strong> 120/208/240 V</li><li><strong>Mounting:</strong> Universal (plate, foot or knockout)</li><li><strong>UPC:</strong> 085267000062</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Transformers</li></ul>",Resideo,Transformers,"Resideo, Transformers, map-import-2609, revisar-cadastro",Draft,FALSE,"Transformer rated 120/208/240 V with universal mounting for plate, foot or knockout installation.",MERGE,HONE-AT140A1018/U,31.21,085267000062,1.9,lb,shopify,deny,TRUE,TRUE,CN
