sku,titulo,perfil,preco_usd,peso_real_lb,volume_pol3,peso_dimensional_lb,lb_extra_faturado,razao_dim_real,acao
TOTO-LT1535G-01,"TOTO® 20"" Rectangular Undermount Bathroom Sink with CEFIONTECT, Cotton White - LT1535G#01",Standard,255.84,17.2,3028.0,21.78,4.58,1.3,revisar cotacao
FLUI-B1F30,"Fluidmaster B1F30 3/8"" x 1/2"" x 30"" COMP x FIP - Faucet Supply - Braided Stainless Steel",Standard,7.81,0.4,691.0,4.97,4.57,12.4,revisar cotacao
SIOU-656-ES,"Sioux Chief 656-ES 1"" Male Sweat Hydra-Rester ASSE-E",General,144.23,0.59,717.0,5.16,4.57,8.7,mover p/ Freight ou Standard
MOEN-UT2842EP,Moen UT2842EP Glyde M-CORE 2-Series Eco Performance 1-Handle Shower Trim Kit in Chrome (Valve Sold Separately),General,227.01,1.0,770.0,5.54,4.54,5.5,mover p/ Freight ou Standard
FLUI-B4F30,"Fluidmaster B4F30 1/2"" x 1/2"" x 30"" FIP x FIP - Faucet Supply - No-Burst SS",Standard,9.72,0.44,691.0,4.97,4.53,11.3,revisar cotacao
BRAS-CSSD4K-18,"BrassCraft CSSD4K-18 1/2"" x 1/2"" Gas Supply - 18"", FIP Valve x MIP",Standard,30.93,3.0,1044.0,7.51,4.51,2.5,revisar cotacao
SIOU-609-L248,"Sioux Chief 609-L248 1/2"" x 8"" x 3-1/2"" Female Sweat Stub Out Elbow",Standard,7.32,0.24,659.0,4.74,4.5,19.8,revisar cotacao
FLUI-12IM60,"Fluidmaster 12IM60 1/4"" x 1/4"" x 60"" COMP x COMP - Ice Maker Supply - No-Burst",General,18.27,0.35,674.0,4.85,4.5,13.9,mover p/ Freight ou Standard
SIOU-630WG248,"Sioux Chief 630WG248 1/2"" x 4"" x 8"" PEX F1960 Stub Out Elbow",General,11.6,0.26,659.0,4.74,4.48,18.2,mover p/ Freight ou Standard
SIOU-630X246E,"Sioux Chief 630X246E 1/2"" x 3-1/2"" x 6"" PEX F1870 Stub Out Elbow with Nail Flange",Standard,6.81,0.26,659.0,4.74,4.48,18.2,revisar cotacao
SIOU-613-57,"Sioux Chief 1/2"" x 5"" x 7"" Male Sweat Stub Out Elbow with Nailing Flange 613-57",Standard,7.44,0.26,659.0,4.74,4.48,18.2,revisar cotacao
SIOU-630WG248E,"Sioux Chief 630WG248E 1/2"" x 4"" x 8"" PEX F1960 Stub Out Elbow with Nail Flange",General,12.83,0.26,659.0,4.74,4.48,18.2,mover p/ Freight ou Standard
SIOU-630X248E,"Sioux Chief 630X248E 1/2"" x 3-1/2"" x 8"" PEX F1870 Stub Out Elbow with Nail Flange",Standard,7.67,0.26,659.0,4.74,4.48,18.2,revisar cotacao
FIAT-MSB2424,"Fiat Products MSB2424100 24"" x 24"" x 10"" Molded Stone Mop Basin",Standard,345.52,24.0,3957.0,28.47,4.47,1.2,revisar cotacao
SIOU-613-67,"Sioux Chief 613-67 1/2"" x 6"" x 7"" Male Sweat Tub Spout Elbow with Nailing Flange",Standard,8.01,0.28,659.0,4.74,4.46,16.9,revisar cotacao
SIOU-630VG248,"Sioux Chief 630VG248 1/2"" x 3-1/2"" x 8-1/2"" Pre Stainless Steel Stub Out Elbow",General,14.14,0.26,655.0,4.71,4.45,18.1,mover p/ Freight ou Standard
SIOU-612-57,"Sioux Chief 1/2"" x 5"" x 7"" Male Sweat Stub Out Elbow with Nailing Flange 612-57",Standard,8.8,0.32,659.0,4.74,4.42,14.8,revisar cotacao
ELKA-LKUCLIP8,Elkay LKUCLIP8 Sink Installation Undermount Bracket Clips - set of 8,Standard,31.11,2.5,960,6.91,4.41,2.8,revisar cotacao
CTRO-ISEL0645,"Centrotherm 6"" - 45 Degree Elbow PolyPro SW",General,111.89,1.05,755.0,5.43,4.38,5.2,mover p/ Freight ou Standard
FLUI-B9WM48,"Fluidmaster B9WM48 3/4"" x 3/4"" x 48"" Hose x Hose - Washing Machine Supply - Braided Stainless Steel",Standard,16.56,0.6,691.0,4.97,4.37,8.3,revisar cotacao
SIOU-881-54,"Sioux Chief 881-54 4"" Mechanical Plug",General,85.72,0.38,659.0,4.74,4.36,12.5,mover p/ Freight ou Standard
ZOEL-10-0763,"Zoeller Pump FLOOD ALERT® HIGH WATER ALARM - Power 3- AAA batteries, Optional AC power adapter capability, requires Class 2 transformer, type B plug",General,41.38,0.25,635.0,4.57,4.32,18.3,mover p/ Freight ou Standard
MOEN-T2232EP,Moen T2232EP Eva Posi-Temp Rain Shower Single-Handle Shower Only Faucet Trim Kit in Chrome (Valve Sold Separately),General,124.22,1.0,736.0,5.3,4.3,5.3,mover p/ Freight ou Standard
FLUI-B9WM60,"Fluidmaster B9WM60 3/4"" x 3/4"" x 60"" Hose x Hose - Washing Machine Supply - Braided Stainless Steel",Standard,18.9,0.7,691.0,4.97,4.27,7.1,revisar cotacao
FLUI-B6W48,"Fluidmaster B6W48 3/8"" x 3/8"" x 48"" COMP x COMP - Dishwasher Supply - No-Burst SS",Standard,15.27,0.7,691.0,4.97,4.27,7.1,revisar cotacao
TOTO-SS227-01,"TOTO® RP® Compact SoftClose® Non Slamming, Slow Close Elongated Toilet Seat and Lid, Cotton White - SS227#01",General,357.24,5.0,1283.0,9.23,4.23,1.8,mover p/ Freight ou Standard
DELT-400LF-WF,Delta 400 Series Single Handle Kitchen Faucet with Spray Chrome 400LF-WF,General,202.42,3.82,1119.0,8.05,4.23,2.1,mover p/ Freight ou Standard
MOEN-900-001,Moen 900-001 Flo by Moen 0.75 in. Water Leak Detector with Automatic Water Shut Off Valve,General,777.12,0.6,669.0,4.81,4.21,8.0,mover p/ Freight ou Standard
FLUI-B6W60,"Fluidmaster B6W60 3/8"" x 3/8"" x 60"" COMP x COMP - Dishwasher Supply - Braided Stainless Steel",Standard,18.15,0.8,691.0,4.97,4.17,6.2,revisar cotacao
FLUI-B1W60,"Fluidmaster B1W60 1/2"" x 1/2"" x 60"" FIP x FIP - Dishwasher Supply - No-Burst SS",Standard,18.15,0.8,691.0,4.97,4.17,6.2,revisar cotacao
MOEN-UT2843EPBL,Moen UT2843EPBL Glyde M-CORE 2-Series Eco Performance 1-Handle Tub and Shower Trim Kit in Matte Black (Valve Sold Separately),General,392.81,1.0,719.0,5.17,4.17,5.2,mover p/ Freight ou Standard
MOEN-UT2842EPBN,Moen UT2842EPBN Glyde M-CORE 2-Series Eco Performance 1-Handle Shower Trim Kit in Brushed Nickel (Valve Sold Separately),General,316.95,1.0,719.0,5.17,4.17,5.2,mover p/ Freight ou Standard
MOEN-T2262EPBL,Moen T2262EPBL Cia Matte black Posi-Temp(R) shower only,General,443.52,1.0,716.0,5.15,4.15,5.1,mover p/ Freight ou Standard
MOEN-900-006,Moen 900-006 Flo by Moen 1 in. Water Leak Detector with Automatic Water Shut Off Valve,General,842.47,0.6,659.0,4.74,4.14,7.9,mover p/ Freight ou Standard
MOEN-UT2843EP,Moen UT2843EP Glyde M-CORE 2-Series Eco Performance 1-Handle Tub and Shower Trim Kit in Chrome (Valve Sold Separately),General,262.65,1.0,713.0,5.13,4.13,5.1,mover p/ Freight ou Standard
MOEN-UT2842EPBL,Moen UT2842EPBL Glyde M-CORE 2-Series Eco Performance 1-Handle Shower Trim Kit in Matte Black (Valve Sold Separately),General,333.67,1.0,713.0,5.13,4.13,5.1,mover p/ Freight ou Standard
SIOU-821-200ANQ,"Sioux Chief 821-200ANQ ABS 2"" Shower Drain Nickel Bronze Square Grate 4-1/2""",Standard,67.17,3.13,1007.0,7.25,4.12,2.3,revisar cotacao
TOTO-SS247R-01,"TOTO® SoftClose® Slim D-Shape Non-Slamming Seat and Lid for RP Wall-Hung Toilet, Cotton White - SS247R#01",General,357.24,5.0,1266.0,9.11,4.11,1.8,mover p/ Freight ou Standard
SIOU-490-10570,Sioux Chief 490-10570 Tank-to-Bowl Kit for Kohler,Standard,13.66,0.63,658.0,4.73,4.1,7.5,revisar cotacao
SIOU-672X06C0,"Sioux Chief 672X06C0 PEX Manifold 1"" CPVC Trunk with 6 1/2"" ports",General,49.03,1.07,717.0,5.16,4.09,4.8,mover p/ Freight ou Standard
BRAS-CSSD54-24,"BrassCraft G012YE101124 1/2"" x 1/2"" Gas Supply - 24"", FIP x MIP",Standard,20.79,2.0,845.0,6.08,4.08,3.0,revisar cotacao
FLUI-B6W72,"Fluidmaster B6W72 3/8"" x 3/8"" x 72"" COMP x COMP - Dishwasher Supply - Braided Stainless Steel",Standard,21.08,0.9,691.0,4.97,4.07,5.5,revisar cotacao
TOTO-TSU01W.12R,"Toto TSU01W.12R 12"" Unifit Trapway Rough-In - for CT474, MS614, MS644",General,114.56,2.84,961.0,6.91,4.07,2.4,mover p/ Freight ou Standard
FLUI-B9WM72,"Fluidmaster B9WM72 3/4"" x 3/4"" x 72"" Hose x Hose - Washing Machine Supply - Braided Stainless Steel",Standard,21.79,0.9,691.0,4.97,4.07,5.5,revisar cotacao
FLUI-B1W72,"Fluidmaster B1W72 3/8"" x 1/2"" x 72"" COMP x FIP - Dishwasher Supply - No-Burst",Standard,21.08,0.9,691.0,4.97,4.07,5.5,revisar cotacao
SIOU-207-06325,"Sioux Chief 207-06325 1-1/2"" x 6 x 1/2"" Branch DW Tailpiece",Standard,28.91,0.96,696.0,5.01,4.05,5.2,revisar cotacao
FLUI-12IM120,"Fluidmaster 12IM120 1/4"" x 1/4"" x 120"" COMP x COMP - Ice Maker Supply - No-Burst",General,32.58,0.56,639.0,4.6,4.04,8.2,mover p/ Freight ou Standard
DURA-0373370017,"Duravit 0373370017 DuraStyle 15 3/4"" Rectangular Undermount Sink in White with Overflow",General,458.25,13.89,2493.0,17.93,4.04,1.3,mover p/ Freight ou Standard
MOEN-T2282EPBN,Moen T2282EPBN Dartmoor Posi-Temp Rain Shower Single-Handle Shower Only Faucet Trim Kit in Brushed Nickel (Valve Sold Separately),General,214.2,1.0,698.0,5.02,4.02,5.0,mover p/ Freight ou Standard
MOEN-T2842EP,Moen T2842EP Glyde Posi-Temp Rain Shower 1-Handle Shower Only Faucet Trim Kit in Chrome (Valve Sold Separately),General,124.22,1.0,698.0,5.02,4.02,5.0,mover p/ Freight ou Standard
MOEN-UT3693EPBN,Moen UT3693EPBN Voss M-CORE 3-Series 1-Handle Eco-Performance Tub and Shower Trim Kit in Brushed Nickel (Valve Sold Separately),General,844.31,1.0,696.0,5.01,4.01,5.0,mover p/ Freight ou Standard
MOEN-T2253EPBN,Moen T2253EPBN Brantford Posi-Temp Rainshower Single-Handle Tub and Shower Faucet Trim Kit in Brushed Nickel (Valve Sold Separately),General,267.78,1.0,692.0,4.98,3.98,5.0,mover p/ Freight ou Standard
BRAS-OCR09X-C,"BrassCraft OCR09X C 1/2"" x 1/4"" Angle Stop - Comp x Comp, Chrome",General,28.74,0.22,583.0,4.19,3.97,19.1,mover p/ Freight ou Standard
BRAS-OR07X-C,"BrassCraft OR07X C 1/2"" x 1/4"" Angle Stop - FIP x Comp, Chrome",General,23.73,0.22,583.0,4.19,3.97,19.1,mover p/ Freight ou Standard
TOTO-LT540G-01,"TOTO® 21-1/4"" x 14-3/8"" Large Rectangular Undermount Bathroom Sink with CEFIONTECT, Cotton White - LT540G#01",General,276.9,25.5,4095.0,29.46,3.96,1.2,mover p/ Freight ou Standard
MOEN-TS2912EPBN,Moen TS2912EPBN Flara Posi-Temp Rain Shower 1-Handle Eco-Performance Shower Only Faucet Trim Kit in Brushed Nickel (Valve Sold Separately),General,776.01,1.0,690.0,4.96,3.96,5.0,mover p/ Freight ou Standard
SIOU-842-2LNR,"Sioux Chief 842-2LNR 2"" Top Only with Round Grate 4-1/2"" Nickel Bronze Finish",General,52.03,1.21,717.0,5.16,3.95,4.3,mover p/ Freight ou Standard
BRAS-G2PS09X-C,"BrassCraft G2PS09X C 1/2"" x 1/4"" Angle Stop - Push x Comp, Chrome",General,20.05,0.25,583.0,4.19,3.94,16.8,mover p/ Freight ou Standard
SIOU-821-200PNQ,"Sioux Chief 821-200PNQ PVC 2"" Shower Drain Nickel Bronze Square Grate 4-1/2""",Standard,67.17,3.33,1007.0,7.25,3.92,2.2,revisar cotacao
BRAS-G2CR14X-C,"BrassCraft G2CR14X C 1/2"" x 1/4"" Straight Stop - Comp x Comp, Chrome",General,12.2,0.27,583.0,4.19,3.92,15.5,mover p/ Freight ou Standard
BRAS-OCR39X-C,"BrassCraft OCR39X C 1/2"" x 1/2"" Angle Stop - Comp x Comp, Chrome",General,20.59,0.27,583.0,4.19,3.92,15.5,mover p/ Freight ou Standard
BRAS-KTCR09X-C,"BrassCraft KTCR09X C 1/2"" x 1/4"" Angle Stop - Comp x Comp, Chrome",General,24.96,0.28,583.0,4.19,3.91,15.0,mover p/ Freight ou Standard
MOEN-TS2203EPBL,Moen TS2203EPBL Doux Posi-Temp Single-Handle Tub and Shower Faucet Trim Kit in Matte Black (Valve Sold Separately),General,817.72,1.0,682.0,4.91,3.91,4.9,mover p/ Freight ou Standard
SIOU-840-20ANR,"Sioux Chief 840-20ANR 2"" Floor Drain ABS",General,43.91,0.83,659.0,4.74,3.91,5.7,mover p/ Freight ou Standard
BRAS-OR12X-C,"BrassCraft OR12X C 1/2"" x 3/8"" Straight Stop - FIP x Comp, Chrome",General,14.73,0.3,583.0,4.19,3.89,14.0,mover p/ Freight ou Standard
BRAS-SCR19X-C,"BrassCraft SCR19X C 1/2"" x 3/8"" Loose Key Angle Stop - Comp x Comp, Chrome",General,21.96,0.3,583.0,4.19,3.89,14.0,mover p/ Freight ou Standard
BRAS-KTR07X-C,"BrassCraft KTR07X C 1/2"" x 1/4"" Angle Stop - FIP x Comp, Chrome",General,25.76,0.3,583.0,4.19,3.89,14.0,mover p/ Freight ou Standard
MOEN-6710,Moen 6710 Vichy Single Hole Single-Handle Bathroom Faucet with Drain Assembly in Chrome,General,233.64,0.52,613.0,4.41,3.89,8.5,mover p/ Freight ou Standard
VEGA-57248,"Viega 57248 1/2"", Steel, Standard, Jaw for Pressgun 6/Standard Tool/Stainless Steel Pipe",General,339.36,0.9,666.0,4.79,3.89,5.3,mover p/ Freight ou Standard
SIOU-821-2AQCP,"Sioux Chief 821-2AQCP ABS 2"" Shower Drain, Chrome Square Grate",Standard,59.01,3.1,970.0,6.98,3.88,2.3,revisar cotacao
GROH-31.380000,Grohe 31380000 K7 Medium Single-Handle Semi-Pro Dual Spray Kitchen Faucet 1.75 GPM in GROHE CHROME,General,955.29,11.1,2082.0,14.98,3.88,1.3,mover p/ Freight ou Standard
MOEN-T2139EPBN,Moen T2139EPBN Eva Brushed nickel Posi-Temp(R) tub/shower,General,267.78,1.0,675.0,4.86,3.86,4.9,mover p/ Freight ou Standard
HOLD-708,HoldRite PEXRITE Pop-Up Double Tube,Standard,19.88,0.67,630.0,4.53,3.86,6.8,revisar cotacao
SIOU-843-2ANR,"Sioux Chief 843-2ANR 2"" ABS Floor Drain with 3"" Spigot",General,55.62,1.3,717.0,5.16,3.86,4.0,mover p/ Freight ou Standard
DELT-400-DST,Delta 400 Series Single Handle Kitchen Faucet with Spray Chrome 400-DST,General,187.52,3.9,1077.0,7.75,3.85,2.0,mover p/ Freight ou Standard
VEGA-28610,"Viega 28610 4""x4"" - (P-P) - 90 Deg Elbow, MegaPress®G",General,513.51,0.95,664.0,4.78,3.83,5.0,mover p/ Freight ou Standard
MOEN-T2163EP,Moen T2163EP Boardwalk Chrome Posi-Temp(R) tub/shower,General,114.98,1.0,670.0,4.82,3.82,4.8,mover p/ Freight ou Standard
CTRO-ICTC0335,Centrotherm 3'' Twin Pipe to 3''/5'' Concentric Adpt,General,99.45,1.6,754.0,5.42,3.82,3.4,mover p/ Freight ou Standard
DELT-9159T-AR-DST,Delta 9159T-AR-DST Trinsic® Single Handle Pull-Down Kitchen Faucet with Touch2O® Arctic Stainless,General,1027.8,7.44,1565.0,11.26,3.82,1.5,mover p/ Freight ou Standard
AMST-3483.001.020,American Standard 3483001.020 Cadet® Pressure Assist Chair Height Elongated EverClean® Bowl White,Standard,147.3,54.9,8160.0,58.7,3.8,1.1,revisar cotacao
CTRO-ISVL061,"Centrotherm 6"" x 12"" - PolyPro Single Wall Vent Pipe",General,117.6,1.85,781.0,5.62,3.77,3.0,mover p/ Freight ou Standard
VEGA-28625,"Viega 28625 4""x4"" - (P-FTG(IPS)) - 90 Deg Elbow (Street), MegaPress®G",General,513.51,0.95,655.0,4.71,3.76,5.0,mover p/ Freight ou Standard
AMST-6400.001.020,American Standard 6400001.020 Stallbrook® 0.5 - 1.0 gpf (1.9 - 3.8 Lpf) Top Spud Urinal White,General,749.82,112.0,16087.0,115.73,3.73,1.0,mover p/ Freight ou Standard
BRAS-B8-16AF,"BrassCraft B8-16A F 1/2"" x 16"" Sink Supply",Standard,9.86,0.32,554.0,3.99,3.67,12.5,revisar cotacao
DELT-140-DST,Delta 140-DST Collins™ Single Handle Kitchen Faucet Chrome,General,190.83,3.47,990.0,7.13,3.66,2.1,mover p/ Freight ou Standard
META-NP16-125-6,"C&S NP16-125-6 1-1/2"" x 6"" 16Ga Nail Plate",Standard,0.54,0.62,594,4.27,3.65,6.9,revisar cotacao
SIOU-533-3,Sioux Chief 533-3 Triple Stud Shoe,Standard,8.55,0.66,598.0,4.31,3.65,6.5,revisar cotacao
GERB-12-780,"Gerber G0012780 Luxoval Undercounter Lav 19.25""X15.75"" White",Standard,80.62,20.0,3283.0,23.62,3.62,1.2,revisar cotacao
SIOU-654-CS,"Sioux Chief 654-CS 1"" Male Sweat Hydra-Rester ASSE-C",General,82.12,1.06,649.0,4.67,3.61,4.4,mover p/ Freight ou Standard
SIOU-533-1,Sioux Chief 533-1 Single Stud Shoe,Standard,4.71,0.58,583.0,4.19,3.61,7.2,revisar cotacao
SIOU-845-4PPK,"Sioux Chief 845-4PPK 4"" Inside Pipe Bird Screen White",Standard,3.56,0.24,530.0,3.82,3.58,15.9,revisar cotacao
GROH-27.736000,Grohe 27736000 Power & Soul® 130 Hand Shower - 4-Spray Adjustable in StarLight Chrome,General,258.94,0.87,614.0,4.41,3.54,5.1,mover p/ Freight ou Standard
FLUI-B1T12,"Fluidmaster B1T12 3/8"" x 7/8"" x 12"" COMP x Ballcock - Toilet Supply - No-Burst SS",Standard,5.25,0.2,518.0,3.73,3.53,18.6,revisar cotacao
CTRO-ISVL026,"Centrotherm 2"" x 72"" - PolyPro Single Wall Vent Pipe",Standard,29.34,1.3,668.0,4.81,3.51,3.7,revisar cotacao
FLUI-B3F12,"Fluidmaster B3F12 1/2"" x 1/2"" x 12"" COMP x FIP - Faucet Supply - No-Burst SS",Standard,6.09,0.24,518.0,3.73,3.49,15.5,revisar cotacao
FLUI-B3T12,"Fluidmaster B3T12 1/2"" x 7/8"" x 12"" COMP x Ballcock - Toilet Supply - No-Burst SS",Standard,5.67,0.24,518.0,3.73,3.49,15.5,revisar cotacao
BRAS-R1700DVX-R,"BrassCraft R1700DVX R 1/2"" x 3/8"" x 1/4"" Dual Angle Stop - FIP x Comp x Comp, Rough Brass",General,53.67,0.4,538.0,3.87,3.47,9.7,mover p/ Freight ou Standard
BRAS-CR1901DVX-C,"BrassCraft CR1901DVX C 1/2"" x 3/8"" x 3/8"" Dual Angle Stop - Comp, Chrome",General,63.3,0.4,538.0,3.87,3.47,9.7,mover p/ Freight ou Standard
BRAS-CR1900DVX-C,"BrassCraft CR1900DVX C 1/2"" x 3/8"" x 1/4"" Dual Angle Stop - Comp, Chrome",General,63.3,0.4,538.0,3.87,3.47,9.7,mover p/ Freight ou Standard
BRAS-KTCR1900DVX-R,"BrassCraft KTCR1900DVX R 1/2"" x 3/8"" x 1/4"" Straight Stop - Comp, Rough Brass",General,62.73,0.41,538.0,3.87,3.46,9.4,mover p/ Freight ou Standard
SIOU-638WG208,"Sioux Chief 638WG208 1/2"" x 8"" PEX F1960 Stub Out",General,11.98,0.26,518.0,3.72,3.46,14.3,mover p/ Freight ou Standard
DURA-0050760000,Duravit 0050760000 P-Trap in White,General,175.5,0.63,569.0,4.09,3.46,6.5,mover p/ Freight ou Standard
BRAS-CR1900DVX-R,"BrassCraft CR1900DVX R 1/2"" x 3/8"" x 1/4"" Dual Angle Stop - Comp, Rough Brass",General,51.16,0.43,538.0,3.87,3.44,9.0,mover p/ Freight ou Standard
GERB-VP-21-562,Gerber Viper 1.28/1.6gpf Elongated Bowl White GVP21562,Standard,178.12,50.0,7427.0,53.43,3.43,1.1,revisar cotacao
BRIZ-88776-NK,Brizo 88776-NK Invari® H2OKinetic® Multi-Function Slide Bar Handshower Luxe Nickel,General,875.65,5.0,1167.0,8.39,3.39,1.7,mover p/ Freight ou Standard
SIOU-865-GHS,Sioux Chief 865-GHS Fast Track Slotted HDPE Grate with Screws,General,154.45,0.96,593.0,4.27,3.31,4.4,mover p/ Freight ou Standard
MOEN-S665BL,Moen S665BL Modern Wall Mounted Swing Arm Potfiller in Matte Black,General,1138.75,1.0,597.0,4.29,3.29,4.3,mover p/ Freight ou Standard
MOEN-S664NL,Moen S664NL Traditional Wall Mounted Swing Arm Potfiller in Nickel,General,1182.6,1.0,597.0,4.29,3.29,4.3,mover p/ Freight ou Standard
VEGA-28670,"Viega 28670 4""x4""x4"" - (P-P-P) - Tee (Reducing), MegaPress®G",General,646.92,0.95,588.0,4.23,3.28,4.5,mover p/ Freight ou Standard
TOTO-TSU01W.10R,"Toto TSU01W.10R 10"" Unifit Trapway Rough-In - for CT474, MS614, MS644",General,114.56,2.78,835.0,6.01,3.23,2.2,mover p/ Freight ou Standard
DELT-300LF-WF,Delta 300 Series Single Handle Kitchen Faucet with Integral Spray Chrome 300LF-WF,General,196.63,3.71,963.0,6.93,3.22,1.9,mover p/ Freight ou Standard
CTRO-ISEL0687,"Centrotherm 6"" - 87 Degree Elbow PolyPro SW",General,111.89,1.35,634.0,4.56,3.21,3.4,mover p/ Freight ou Standard
GROH-29.038001,Grohe 29038001 Floor Mounted Tub Faucet Rough-In Valve,General,341.72,0.9,572.0,4.11,3.21,4.6,mover p/ Freight ou Standard
AMST-0124.024.020,"American Standard 0124024.020 Comrade® Wall-Hung Sink With 4-Inch Centerset, Wall Hanger Included White",General,150.63,40.0,6006.0,43.21,3.21,1.1,mover p/ Freight ou Standard
MOEN-7882SRS,Moen 7882SRS Genta LX Single-Handle Pull-Down Sprayer Kitchen Faucet with Reflex in Spot Resist Stainless,General,478.23,5.0,1140.0,8.2,3.2,1.6,mover p/ Freight ou Standard
MPEX-1230033,"MrPEX Systems 1230033 5/8"" x 330' Red O2 Barrier PEX-a Tubing",Standard,515.34,29.2,4500,32.37,3.17,1.1,revisar cotacao
DIAB-DHS14SGP,Diablo DHS14SGP 14 pc General Purpose Bi-Metal Hole Saw Set,General,182.34,0.49,508.0,3.66,3.17,7.5,mover p/ Freight ou Standard
GROH-29.137A00,Grohe 29137A00 Dual Function Thermostatic Valve Trim in GROHE HARD GRAPHITE,General,943.14,1.0,576.0,4.14,3.14,4.1,mover p/ Freight ou Standard
SIOU-655-D,"Sioux Chief 655-D 1"" MIP Hydra-Rester ASSE-D",General,104.31,2.05,717.0,5.16,3.11,2.5,mover p/ Freight ou Standard
AMST-0491.019.020,American Standard 0491019.020 Rondalyn® Drop-In Sink With 4-Inch Centerset White,General,87.38,22.8,3588.0,25.81,3.01,1.1,mover p/ Freight ou Standard
GROH-29.138A00,Grohe 29138A00 Triple Function Thermostatic Valve Trim in GROHE HARD GRAPHITE,General,1016.81,1.0,557.0,4.01,3.01,4.0,mover p/ Freight ou Standard
HGRO-04792670,"hansgrohe 04792670 Joleena Semi-Pro Kitchen Faucet, 2-Spray, 1.75 GPM in Matte Black",General,911.7,5.0,1111.0,7.99,2.99,1.6,mover p/ Freight ou Standard
SIOU-832-2PNR,"Sioux Chief 832-2PNR 2"" Solvent Weld FinishLine Complete Floor Drain with 5-1/2"" Round Grate Nickel Bronze Finish PVC Body",General,90.6,1.98,689.0,4.96,2.98,2.5,mover p/ Freight ou Standard
SIOU-833-2PNR,"Sioux Chief 833-2PNR 2"" PVC Round Floor Drain with Nickel Top",General,111.24,1.98,689.0,4.96,2.98,2.5,mover p/ Freight ou Standard
HGRO-31183001,"hansgrohe 31183001 Metris Single-Hole Faucet 200 with Pop-Up Drain, 1.2 GPM in Chrome",General,684.9,6.01,1248.0,8.98,2.97,1.5,mover p/ Freight ou Standard
SIOU-630X246,"Sioux Chief 630X246 1/2"" x 3-1/2"" x 6"" PEX F1870 Stub Out",Standard,5.78,0.2,439.0,3.16,2.96,15.8,revisar cotacao
DURA-0020190000,Duravit ME by Starck Round Slow Close Toilet Seat in White 0020190000,General,307.12,2.0,688.0,4.95,2.95,2.5,mover p/ Freight ou Standard
TOTO-WT172M,TOTO® DuoFit® In-Wall Toilet Tank with Dual-Max® Dual-Flush 1.28 and 0.9 GPF System with Copper Supply - WT172M,Standard,816.66,50.6,7442.0,53.54,2.94,1.1,revisar cotacao
SIOU-630X248,"Sioux Chief 630X248 1/2"" x 3-1/2"" x 8"" PEX F1870 Stub Out Elbow",Standard,6.63,0.24,439.0,3.16,2.92,13.2,revisar cotacao
GROH-20.21700A,"Grohe 2021700A 8"" Widespread 2-Handle L-Size Bathroom Faucet 1.2 GPM in GROHE CHROME",Standard,406.86,6.0,1240.0,8.92,2.92,1.5,revisar cotacao
MOEN-5010SRN,Moen 5010SRN Seena Spot resist brushed nickel two-handle bathroom faucet,General,161.93,0.52,479.0,3.44,2.92,6.6,mover p/ Freight ou Standard
TOTO-C244EF-01,"TOTO® Entrada™ Universal Height Elongated Toilet Bowl, Cotton White - C244EF#01",Standard,180.96,45.4,6716.0,48.31,2.91,1.1,revisar cotacao
ZILM-ZFT8R,Zilmet ZFT8R-15 2.1 Gallon Expansion Tank Rectangular,Standard,182.27,5.0,1100,7.91,2.91,1.6,revisar cotacao
SIOU-653-BS,"Sioux Chief 653-BS 3/4"" Male Sweat Hydra-Rester ASSE-B",General,33.83,0.84,522.0,3.75,2.91,4.5,mover p/ Freight ou Standard
DELT-T17230,Delta T17230 Classic Monitor® 17 Series Shower Trim Chrome,General,225.54,2.99,819.0,5.89,2.9,2.0,mover p/ Freight ou Standard
VEGA-28640,"Viega 28640 4""x4"" - (P-P) - 45 Deg Elbow, MegaPress®G",General,513.51,0.95,531.0,3.82,2.87,4.0,mover p/ Freight ou Standard
AMST-6601.012.020,American Standard 6601012.020 Lynbrook® 1.0 gpf/3.8 Lpf Top Spud Blowout Urinal White,General,455.22,75.0,10824.0,77.87,2.87,1.0,mover p/ Freight ou Standard
MILW-48-22-1503,Milwaukee Tools 48-22-1503 FASTBACK™ Folding Utility Knife Set,General,40.59,0.62,484.0,3.48,2.86,5.6,mover p/ Freight ou Standard
GROH-24.107EN0,Grohe 24107EN0 Single Function 2-Handle Thermostatic Valve Trim in GROHE BRUSHED NICKEL,General,680.4,1.0,534.0,3.84,2.84,3.8,mover p/ Freight ou Standard
SIOU-490-11322,Sioux Chief 490-11322 Closet Flange Floor Support,Standard,23.33,1.0,530.0,3.82,2.82,3.8,revisar cotacao
DELT-300-DST,Delta 300 Series Single Handle Kitchen Faucet with Integral Spray Chrome 300-DST,General,196.63,3.92,934.0,6.72,2.8,1.7,mover p/ Freight ou Standard
